Gene	SigProbes	Scaffold	Start	End	Strand
CGI_10022972	5	scaffold348	159739	182763	1
CGI_10023016	5	scaffold1101	161730	179883	-1
CGI_10023463	5	scaffold1149	272654	285899	-1
CGI_10023466	5	scaffold1149	424373	437919	-1
CGI_10023776	5	scaffold1307	645819	654061	1
CGI_10024205	5	scaffold392	199677	204260	-1
CGI_10024919	5	scaffold146	671163	749128	-1
CGI_10025016	5	scaffold1017	548766	560685	1
CGI_10025110	5	scaffold241	499255	505817	1
CGI_10025596	5	scaffold168	462325	489825	-1
CGI_10026768	5	scaffold142	651587	657482	1
CGI_10026861	5	scaffold601	1201024	1227827	-1
CGI_10026894	5	scaffold393	471160	476479	1
CGI_10027060	5	scaffold433	202495	226770	1
CGI_10028528	5	scaffold1024	190784	246938	1
CGI_10028566	5	scaffold1024	1096190	1105471	1
CGI_10003316	4	scaffold1690	9012	65265	-1
CGI_10003361	4	scaffold734	15567	25465	-1
CGI_10003930	4	scaffold40172	5995	45177	1
CGI_10004066	4	scaffold40396	2119	28704	-1
CGI_10004086	4	scaffold40404	60176	85997	-1
CGI_10004123	4	scaffold1654	26749	35815	1
CGI_10004280	4	scaffold40606	45215	55197	-1
CGI_10004649	4	scaffold41034	3581	37441	-1
CGI_10005051	4	scaffold41416	47092	70582	1
CGI_10005249	4	scaffold41534	1	65052	1
CGI_10006245	4	scaffold42144	9094	24209	-1
CGI_10007551	4	scaffold213	37246	63515	1
CGI_10007586	4	scaffold1299	131868	184987	1
CGI_10007684	4	scaffold1081	103817	115029	1
CGI_10007705	4	scaffold42776	14879	31177	1
CGI_10008917	4	scaffold635	4807	38724	-1
CGI_10009384	4	scaffold521	38898	73859	-1
CGI_10009400	4	scaffold76	117906	157990	-1
CGI_10009951	4	scaffold1707	112937	128554	1
CGI_10010256	4	scaffold1601	238577	245693	1
CGI_10010337	4	scaffold294	159563	165366	-1
CGI_10011332	4	scaffold895	123607	147626	-1
CGI_10011675	4	scaffold783	1790	33865	1
CGI_10012014	4	scaffold1884	132392	150395	1
CGI_10012107	4	scaffold43742	60574	132442	-1
CGI_10012284	4	scaffold1366	32366	56197	-1
CGI_10012285	4	scaffold1366	32187	43502	1
CGI_10012692	4	scaffold386	254590	285645	-1
CGI_10012744	4	scaffold1792	55871	125119	-1
CGI_10012987	4	scaffold1328	107115	121166	-1
CGI_10013117	4	scaffold1252	121255	142328	1
CGI_10013194	4	scaffold13	3258	15888	1
CGI_10013286	4	scaffold49	270599	296772	-1
CGI_10013469	4	scaffold1	162980	185527	1
CGI_10013879	4	scaffold43894	54989	69852	-1
CGI_10014534	4	scaffold457	213050	223173	-1
CGI_10015033	4	scaffold43986	325358	336597	1
CGI_10015451	4	scaffold934	384356	409492	1
CGI_10016587	4	scaffold772	238963	262048	-1
CGI_10016651	4	scaffold1834	39709	65850	1
CGI_10016652	4	scaffold1834	65245	83176	1
CGI_10016948	4	scaffold1391	349298	393065	1
CGI_10018448	4	scaffold632	250262	255233	1
CGI_10018729	4	scaffold1123	3950	19691	1
CGI_10019249	4	scaffold506	3309	22287	-1
CGI_10020015	4	scaffold948	218200	300594	1
CGI_10020124	4	scaffold140	152858	173100	-1
CGI_10020228	4	scaffold489	93550	114740	-1
CGI_10020391	4	scaffold1104	502059	529268	-1
CGI_10020861	4	scaffold361	333222	390747	-1
CGI_10021006	4	scaffold546	432060	444716	1
CGI_10021067	4	scaffold203	239078	263515	1
CGI_10021163	4	scaffold4	64110	80628	1
CGI_10021354	4	scaffold43	367668	380056	-1
CGI_10021806	4	scaffold347	701188	711517	1
CGI_10021970	4	scaffold1108	272494	287709	1
CGI_10021995	4	scaffold721	67079	89248	1
CGI_10022047	4	scaffold106	498736	513466	-1
CGI_10022373	4	scaffold1710	716235	736298	-1
CGI_10022448	4	scaffold496	181480	267652	-1
CGI_10022735	4	scaffold365	434141	437382	-1
CGI_10022775	4	scaffold443	402348	432121	-1
CGI_10022832	4	scaffold896	79994	117374	-1
CGI_10023487	4	scaffold1258	131776	138887	-1
CGI_10023621	4	scaffold583	365612	391201	-1
CGI_10024033	4	scaffold1741	255106	262526	1
CGI_10024825	4	scaffold492	343244	345458	1
CGI_10024826	4	scaffold492	344766	348715	1
CGI_10025208	4	scaffold885	474594	489964	-1
CGI_10025290	4	scaffold149	106962	121917	1
CGI_10025361	4	scaffold226	458262	495436	-1
CGI_10025475	4	scaffold1188	404833	426213	-1
CGI_10026198	4	scaffold1154	939257	974284	-1
CGI_10026404	4	scaffold100	18384	21069	1
CGI_10026629	4	scaffold313	959141	974099	1
CGI_10026916	4	scaffold393	901330	913220	1
CGI_10027188	4	scaffold1599	1239579	1254649	-1
CGI_10027545	4	scaffold501	1134633	1192403	-1
CGI_10028276	4	scaffold1532	955349	969868	1
CGI_10028348	4	scaffold419	526244	532539	1
CGI_10028415	4	scaffold419	1659861	1692072	-1
CGI_10028431	4	scaffold102	274200	302612	-1
CGI_10028543	4	scaffold1024	716107	719200	-1
CGI_10003288	3	scaffold1485	464	19602	1
CGI_10003380	3	scaffold39470	36603	51823	1
CGI_10003410	3	scaffold39536	40650	70644	-1
CGI_10003565	3	scaffold1752	8754	19177	-1
CGI_10003854	3	scaffold40106	25562	35769	-1
CGI_10003886	3	scaffold40156	39634	68829	-1
CGI_10003954	3	scaffold40208	29839	69631	1
CGI_10003960	3	scaffold40230	50016	82778	-1
CGI_10004005	3	scaffold40254	19258	32039	-1
CGI_10004006	3	scaffold40254	30193	43032	1
CGI_10004103	3	scaffold549	30331	63327	1
CGI_10004104	3	scaffold549	50843	63768	-1
CGI_10004556	3	scaffold1846	76593	93641	-1
CGI_10004593	3	scaffold40952	40889	51889	-1
CGI_10004598	3	scaffold736	63195	73888	1
CGI_10004749	3	scaffold866	84549	108844	1
CGI_10004760	3	scaffold41164	7070	33886	1
CGI_10005018	3	scaffold1770	23053	43924	1
CGI_10005137	3	scaffold41466	20923	33174	1
CGI_10005454	3	scaffold1371	13026	15755	-1
CGI_10005751	3	scaffold64	38501	61704	-1
CGI_10005857	3	scaffold41972	22928	33752	1
CGI_10006334	3	scaffold42172	95629	132460	-1
CGI_10006465	3	scaffold998	116508	132912	-1
CGI_10006482	3	scaffold42262	40142	66350	1
CGI_10006521	3	scaffold42272	4456	29886	1
CGI_10006731	3	scaffold42380	81419	110422	1
CGI_10006885	3	scaffold42448	134182	146428	-1
CGI_10007093	3	scaffold42524	18209	33426	-1
CGI_10007094	3	scaffold42524	21506	31845	1
CGI_10007191	3	scaffold42556	55758	80426	1
CGI_10007267	3	scaffold42568	51571	103707	-1
CGI_10007683	3	scaffold1081	67446	104668	1
CGI_10007725	3	scaffold707	146246	152183	1
CGI_10007861	3	scaffold42836	130395	140127	1
CGI_10007949	3	scaffold1033	133694	147606	1
CGI_10008053	3	scaffold1632	166355	196642	-1
CGI_10008189	3	scaffold42924	98464	114980	-1
CGI_10008381	3	scaffold42990	121654	148222	-1
CGI_10008387	3	scaffold42990	200662	208073	-1
CGI_10008506	3	scaffold43028	97802	109557	-1
CGI_10008737	3	scaffold1891	133537	159573	-1
CGI_10008974	3	scaffold1738	146423	184757	1
CGI_10009045	3	scaffold43146	123113	132908	1
CGI_10009132	3	scaffold1116	143288	153983	1
CGI_10009194	3	scaffold1411	183160	208554	1
CGI_10009291	3	scaffold1873	41995	66497	1
CGI_10009325	3	scaffold552	157159	180316	1
CGI_10009484	3	scaffold1733	121736	134088	-1
CGI_10009541	3	scaffold1503	219416	231128	-1
CGI_10009597	3	scaffold1119	12791	36563	1
CGI_10009604	3	scaffold1119	132915	143385	1
CGI_10010144	3	scaffold43396	36018	62680	-1
CGI_10010189	3	scaffold930	51525	92930	-1
CGI_10010360	3	scaffold683	155724	197942	1
CGI_10010439	3	scaffold1858	1684	50149	-1
CGI_10010574	3	scaffold329	75446	79605	1
CGI_10010784	3	scaffold43526	35766	62971	1
CGI_10011134	3	scaffold43576	197837	233524	-1
CGI_10011268	3	scaffold579	262302	283849	1
CGI_10011517	3	scaffold43630	16349	31979	-1
CGI_10011518	3	scaffold43630	19980	21610	1
CGI_10011661	3	scaffold43660	73296	95423	-1
CGI_10011676	3	scaffold783	34808	63575	1
CGI_10011702	3	scaffold296	260822	287074	-1
CGI_10011842	3	scaffold1235	202418	209268	-1
CGI_10011968	3	scaffold43708	94221	107277	1
CGI_10012075	3	scaffold1492	107502	121370	1
CGI_10012257	3	scaffold1730	153500	175693	-1
CGI_10012338	3	scaffold1125	189933	229052	-1
CGI_10012562	3	scaffold43804	232134	253939	-1
CGI_10012681	3	scaffold386	81379	109874	-1
CGI_10013033	3	scaffold1600	5165	67532	-1
CGI_10013175	3	scaffold790	263176	285099	1
CGI_10013334	3	scaffold1894	18177	68015	-1
CGI_10013853	3	scaffold1525	21768	58796	1
CGI_10013911	3	scaffold94	73090	95812	-1
CGI_10014001	3	scaffold43920	342007	380534	-1
CGI_10014007	3	scaffold976	120565	136424	1
CGI_10014281	3	scaffold1719	177172	200114	-1
CGI_10014308	3	scaffold737	106414	109861	1
CGI_10014383	3	scaffold1462	305995	332618	-1
CGI_10014446	3	scaffold716	172411	207049	-1
CGI_10014506	3	scaffold818	6719	14585	-1
CGI_10014677	3	scaffold1041	227801	268863	-1
CGI_10014826	3	scaffold689	162763	182677	-1
CGI_10014850	3	scaffold767	315899	381131	-1
CGI_10014864	3	scaffold804	380158	390677	-1
CGI_10014937	3	scaffold1354	194383	211294	-1
CGI_10015195	3	scaffold1835	385259	394032	-1
CGI_10015222	3	scaffold193	58988	95620	1
CGI_10015397	3	scaffold616	235595	245727	-1
CGI_10015407	3	scaffold616	349715	381796	1
CGI_10015507	3	scaffold705	212623	249876	-1
CGI_10015534	3	scaffold11	263896	275321	-1
CGI_10015546	3	scaffold1901	77944	94624	-1
CGI_10015561	3	scaffold1901	351806	362279	1
CGI_10015799	3	scaffold1329	406311	428871	-1
CGI_10015851	3	scaffold987	295330	356695	1
CGI_10016071	3	scaffold177	419319	434556	1
CGI_10016242	3	scaffold1222	229401	249477	-1
CGI_10016325	3	scaffold1574	256630	269496	1
CGI_10016397	3	scaffold1800	1	94076	1
CGI_10016401	3	scaffold1800	139913	201118	-1
CGI_10016537	3	scaffold1083	276261	285007	1
CGI_10016547	3	scaffold1083	416660	429480	-1
CGI_10016693	3	scaffold1863	292710	322956	-1
CGI_10016786	3	scaffold44064	455029	475095	1
CGI_10016864	3	scaffold1579	237529	253555	1
CGI_10016888	3	scaffold1016	192564	203987	-1
CGI_10016920	3	scaffold1767	274985	293535	1
CGI_10017070	3	scaffold747	274122	292064	-1
CGI_10017075	3	scaffold747	335107	349264	-1
CGI_10017112	3	scaffold335	468736	479813	1
CGI_10017229	3	scaffold248	240336	253037	-1
CGI_10017462	3	scaffold1037	311595	315133	1
CGI_10017627	3	scaffold1670	447842	475285	1
CGI_10017753	3	scaffold713	337450	341603	1
CGI_10017857	3	scaffold675	126230	137231	1
CGI_10018067	3	scaffold1255	197297	207782	1
CGI_10018083	3	scaffold1255	371354	397475	1
CGI_10018143	3	scaffold236	285300	303909	-1
CGI_10018172	3	scaffold459	169216	217909	1
CGI_10018297	3	scaffold267	150838	170540	-1
CGI_10018346	3	scaffold514	67103	123805	-1
CGI_10018365	3	scaffold514	444665	474776	-1
CGI_10018396	3	scaffold1324	353089	362762	1
CGI_10018684	3	scaffold189	455834	488246	1
CGI_10018687	3	scaffold189	530483	534300	-1
CGI_10018781	3	scaffold576	413126	433443	-1
CGI_10018821	3	scaffold298	127795	156084	1
CGI_10018857	3	scaffold547	419498	446830	-1
CGI_10019027	3	scaffold808	314077	329688	-1
CGI_10019194	3	scaffold126	334382	362232	-1
CGI_10019253	3	scaffold506	56144	61332	1
CGI_10019288	3	scaffold363	83032	96197	1
CGI_10019289	3	scaffold363	95165	112779	-1
CGI_10019321	3	scaffold402	147985	183692	1
CGI_10019769	3	scaffold1018	368109	380638	1
CGI_10019924	3	scaffold1788	336270	356013	-1
CGI_10019943	3	scaffold1036	62334	74775	-1
CGI_10020275	3	scaffold1014	561207	595372	-1
CGI_10020552	3	scaffold57	360110	382565	1
CGI_10020553	3	scaffold57	361168	397087	-1
CGI_10020720	3	scaffold85	637129	652398	1
CGI_10020850	3	scaffold361	205142	208712	1
CGI_10020869	3	scaffold361	530633	536975	-1
CGI_10020903	3	scaffold1897	69654	84136	-1
CGI_10020954	3	scaffold1736	155787	190151	-1
CGI_10021129	3	scaffold610	543511	547998	1
CGI_10021561	3	scaffold973	542500	552415	-1
CGI_10021592	3	scaffold1315	31055	52619	-1
CGI_10021771	3	scaffold343	643828	663585	-1
CGI_10021966	3	scaffold1108	191027	208601	1
CGI_10021967	3	scaffold1108	210097	215282	-1
CGI_10021968	3	scaffold1108	231754	247089	-1
CGI_10021972	3	scaffold1108	295174	306385	1
CGI_10022049	3	scaffold106	591897	614534	1
CGI_10022079	3	scaffold394	305050	351201	-1
CGI_10022219	3	scaffold750	268602	294126	1
CGI_10022343	3	scaffold1710	141204	156516	-1
CGI_10022487	3	scaffold1021	223361	236008	-1
CGI_10022513	3	scaffold593	123601	129916	-1
CGI_10022646	3	scaffold1360	310100	330385	-1
CGI_10022751	3	scaffold365	686597	694456	1
CGI_10022752	3	scaffold365	690001	716431	-1
CGI_10022845	3	scaffold896	346943	360094	-1
CGI_10022931	3	scaffold950	552822	557635	-1
CGI_10023027	3	scaffold1101	456759	460653	-1
CGI_10023114	3	scaffold432	649729	654259	-1
CGI_10023166	3	scaffold58	787809	814593	1
CGI_10023179	3	scaffold602	238873	253793	-1
CGI_10023196	3	scaffold602	582910	615175	1
CGI_10023314	3	scaffold1132	207782	232438	-1
CGI_10023351	3	scaffold1605	129829	151126	1
CGI_10023413	3	scaffold625	315113	329208	1
CGI_10023513	3	scaffold1258	789902	821003	-1
CGI_10023609	3	scaffold583	158568	179467	-1
CGI_10024318	3	scaffold502	264921	292012	1
CGI_10024790	3	scaffold70	764546	797463	-1
CGI_10025033	3	scaffold1017	856415	874549	1
CGI_10025073	3	scaffold107	682642	707960	1
CGI_10025139	3	scaffold1267	74363	86502	1
CGI_10025449	3	scaffold1423	1005289	1022634	1
CGI_10025510	3	scaffold1188	910578	935331	-1
CGI_10025610	3	scaffold168	731722	744819	-1
CGI_10025660	3	scaffold121	530400	601279	-1
CGI_10025687	3	scaffold121	937983	947821	1
CGI_10025753	3	scaffold619	65195	93317	1
CGI_10026056	3	scaffold1174	593910	602611	1
CGI_10026408	3	scaffold100	42862	48692	1
CGI_10026571	3	scaffold145	1087845	1120119	1
CGI_10026597	3	scaffold313	320543	342600	-1
CGI_10026858	3	scaffold601	1098885	1117707	1
CGI_10026920	3	scaffold393	1063716	1077682	1
CGI_10027101	3	scaffold433	961160	1001869	1
CGI_10027235	3	scaffold481	716173	750597	1
CGI_10027320	3	scaffold3	1072103	1083081	1
CGI_10027521	3	scaffold501	401325	440381	-1
CGI_10027655	3	scaffold962	504954	516857	1
CGI_10028119	3	scaffold337	1471928	1489134	-1
CGI_10028387	3	scaffold419	1130069	1147710	1
CGI_10028410	3	scaffold419	1499187	1509594	1
CGI_10028414	3	scaffold419	1629918	1650595	-1
CGI_10028815	3	scaffold1009	1656119	1670663	1
CGI_10028875	3	scaffold22	825672	833586	1
CGI_10028906	3	scaffold22	1295873	1324907	1
CGI_10028929	3	scaffold22	1709615	1726578	1
