Gene	SigProbes	Scaffold	Start	End	Strand
CGI_10022348	3	scaffold1710	218176	247557	1
CGI_10022859	3	scaffold896	545105	569764	1
CGI_10022943	3	scaffold169	73549	101756	-1
CGI_10022944	3	scaffold169	98651	105543	1
CGI_10022974	3	scaffold348	203032	218386	1
CGI_10022996	3	scaffold348	665349	684872	-1
CGI_10023897	3	scaffold48	380506	413698	-1
CGI_10024655	3	scaffold79	899382	915423	1
CGI_10024656	3	scaffold79	904351	912931	-1
CGI_10024688	3	scaffold469	596386	616988	1
CGI_10024695	3	scaffold469	758145	777726	-1
CGI_10024701	3	scaffold469	885080	900783	-1
CGI_10024899	3	scaffold146	361174	373526	1
CGI_10025063	3	scaffold107	574715	585836	-1
CGI_10025064	3	scaffold107	575286	584997	1
CGI_10025428	3	scaffold1423	365596	415191	-1
CGI_10025480	3	scaffold1188	467192	485295	1
CGI_10025661	3	scaffold121	601640	619411	1
CGI_10025709	3	scaffold354	254524	261354	-1
CGI_10025710	3	scaffold354	254486	272245	1
CGI_10025718	3	scaffold354	360659	368507	1
CGI_10025795	3	scaffold619	971445	1008453	1
CGI_10025857	3	scaffold1583	952169	980453	1
CGI_10025945	3	scaffold334	511087	532591	1
CGI_10026092	3	scaffold204	85156	93679	1
CGI_10026198	3	scaffold1154	939257	974284	-1
CGI_10026309	3	scaffold1836	789137	796272	-1
CGI_10026607	3	scaffold313	464753	511188	1
CGI_10026608	3	scaffold313	488158	501486	-1
CGI_10026610	3	scaffold313	520818	560094	1
CGI_10026858	3	scaffold601	1098885	1117707	1
CGI_10026936	3	scaffold211	172259	207580	-1
CGI_10026970	3	scaffold211	937475	952655	1
CGI_10027044	3	scaffold433	26697	44586	-1
CGI_10027045	3	scaffold433	31612	51583	1
CGI_10027059	3	scaffold433	182219	190897	-1
CGI_10027190	3	scaffold481	1386	12905	1
CGI_10027673	3	scaffold962	944364	962671	-1
CGI_10027734	3	scaffold1301	610202	621973	-1
CGI_10027762	3	scaffold1301	1139816	1161568	1
CGI_10027768	3	scaffold1301	1240763	1264950	-1
CGI_10027943	3	scaffold257	1233107	1235469	1
CGI_10028025	3	scaffold77	1153783	1172069	1
CGI_10028397	3	scaffold419	1232525	1235627	1
CGI_10028411	3	scaffold419	1510930	1555056	-1
CGI_10028550	3	scaffold1024	856279	861835	-1
CGI_10028911	3	scaffold22	1389679	1405205	-1
CGI_10028931	3	scaffold22	1739746	1762025	1
