Gene	SigProbes	Scaffold	Start	End	Strand
CGI_10023767	5	scaffold1307	529288	553602	-1
CGI_10024698	5	scaffold469	824216	848987	-1
CGI_10024703	5	scaffold469	924100	941633	1
CGI_10024878	5	scaffold146	10178	24512	1
CGI_10025805	5	scaffold1583	1306	46381	-1
CGI_10027101	5	scaffold433	961160	1001869	1
CGI_10027183	5	scaffold1599	1163879	1191199	1
CGI_10027449	5	scaffold1213	349181	406483	1
CGI_10027594	5	scaffold591	964689	994074	-1
CGI_10027711	5	scaffold1301	213582	251452	1
CGI_10028019	5	scaffold77	1067915	1100683	1
CGI_10028283	5	scaffold1532	1126066	1152811	1
CGI_10028412	5	scaffold419	1552490	1576629	1
CGI_10028717	5	scaffold1009	78934	105217	-1
CGI_10003288	4	scaffold1485	464	19602	1
CGI_10003410	4	scaffold39536	40650	70644	-1
CGI_10003930	4	scaffold40172	5995	45177	1
CGI_10004086	4	scaffold40404	60176	85997	-1
CGI_10004103	4	scaffold549	30331	63327	1
CGI_10004207	4	scaffold40564	5674	28756	1
CGI_10004372	4	scaffold1451	54526	74215	-1
CGI_10004635	4	scaffold41022	13980	42822	-1
CGI_10004698	4	scaffold634	11476	30002	1
CGI_10004703	4	scaffold1231	78934	107425	1
CGI_10005219	4	scaffold251	48382	66656	-1
CGI_10005296	4	scaffold41572	78333	104852	1
CGI_10005359	4	scaffold1553	15234	31449	-1
CGI_10005375	4	scaffold41666	36047	95418	1
CGI_10005452	4	scaffold1419	15962	94471	-1
CGI_10005500	4	scaffold1367	110543	128160	-1
CGI_10006717	4	scaffold42364	5952	24975	-1
CGI_10006736	4	scaffold1493	10465	19397	1
CGI_10006844	4	scaffold42446	86134	107331	-1
CGI_10007098	4	scaffold174	94750	119756	1
CGI_10007191	4	scaffold42556	55758	80426	1
CGI_10007241	4	scaffold1509	108521	142226	-1
CGI_10007332	4	scaffold42598	27634	42292	-1
CGI_10007474	4	scaffold1705	168554	182759	-1
CGI_10007607	4	scaffold42740	29864	54777	1
CGI_10007726	4	scaffold707	161175	175774	-1
CGI_10007771	4	scaffold366	3558	26262	1
CGI_10007909	4	scaffold1373	102034	123779	1
CGI_10007949	4	scaffold1033	133694	147606	1
CGI_10007979	4	scaffold446	66304	132545	1
CGI_10008189	4	scaffold42924	98464	114980	-1
CGI_10008331	4	scaffold42974	27549	38568	-1
CGI_10008352	4	scaffold1440	6880	25706	1
CGI_10008423	4	scaffold138	1	34081	1
CGI_10008447	4	scaffold43038	120050	147377	1
CGI_10008628	4	scaffold43064	84249	104683	-1
CGI_10009045	4	scaffold43146	123113	132908	1
CGI_10009380	4	scaffold993	213388	222129	1
CGI_10009384	4	scaffold521	38898	73859	-1
CGI_10009404	4	scaffold76	170017	218588	1
CGI_10009498	4	scaffold569	132999	168874	1
CGI_10009793	4	scaffold1560	28213	72051	1
CGI_10009875	4	scaffold43364	210905	235928	1
CGI_10009906	4	scaffold603	167799	173627	-1
CGI_10010191	4	scaffold930	116124	138897	-1
CGI_10010273	4	scaffold1637	16884	33061	-1
CGI_10010911	4	scaffold1288	634	25033	1
CGI_10011030	4	scaffold43562	78017	125003	1
CGI_10011268	4	scaffold579	262302	283849	1
CGI_10011293	4	scaffold1821	187949	203016	1
CGI_10011454	4	scaffold807	28655	50070	1
CGI_10011491	4	scaffold724	93337	99512	-1
CGI_10012010	4	scaffold1884	86279	96074	1
CGI_10012179	4	scaffold43764	121281	150056	-1
CGI_10012201	4	scaffold722	213107	275814	-1
CGI_10012331	4	scaffold1125	126608	139631	1
CGI_10012348	4	scaffold43786	57956	133417	-1
CGI_10012405	4	scaffold1112	145318	181319	-1
CGI_10012539	4	scaffold43798	182197	208554	-1
CGI_10012544	4	scaffold43798	286561	307914	1
CGI_10012779	4	scaffold98	4696	31450	1
CGI_10012881	4	scaffold1533	320662	336056	1
CGI_10012926	4	scaffold5	73774	91233	1
CGI_10012987	4	scaffold1328	107115	121166	-1
CGI_10013286	4	scaffold49	270599	296772	-1
CGI_10013471	4	scaffold1	207338	230810	-1
CGI_10013544	4	scaffold1865	222891	260212	-1
CGI_10013879	4	scaffold43894	54989	69852	-1
CGI_10013994	4	scaffold43920	173629	203515	1
CGI_10014014	4	scaffold976	265197	282153	1
CGI_10014136	4	scaffold440	151022	177214	1
CGI_10014314	4	scaffold737	207639	240787	-1
CGI_10014518	4	scaffold818	315020	329847	-1
CGI_10014761	4	scaffold542	109727	127005	-1
CGI_10014958	4	scaffold655	287551	322246	1
CGI_10015026	4	scaffold43986	157447	176870	1
CGI_10015097	4	scaffold40	29840	52547	-1
CGI_10015133	4	scaffold578	389224	399020	-1
CGI_10015174	4	scaffold90	383801	401055	-1
CGI_10015401	4	scaffold616	278468	305529	-1
CGI_10015713	4	scaffold62	221303	264368	-1
CGI_10015840	4	scaffold987	111206	158528	-1
CGI_10016180	4	scaffold44054	428351	452614	-1
CGI_10016401	4	scaffold1800	139913	201118	-1
CGI_10016467	4	scaffold756	435099	465068	-1
CGI_10016721	4	scaffold933	315975	320061	1
CGI_10016796	4	scaffold556	77924	88495	-1
CGI_10016920	4	scaffold1767	274985	293535	1
CGI_10017291	4	scaffold1350	34597	42993	-1
CGI_10017299	4	scaffold1350	129252	140027	-1
CGI_10017440	4	scaffold444	491370	499382	-1
CGI_10017538	4	scaffold120	264767	313671	-1
CGI_10017760	4	scaffold713	384658	416279	-1
CGI_10017775	4	scaffold1650	171974	252292	-1
CGI_10017800	4	scaffold1518	209347	219718	1
CGI_10017801	4	scaffold1518	212842	214237	-1
CGI_10017889	4	scaffold1541	205343	219894	1
CGI_10017966	4	scaffold557	47116	84012	-1
CGI_10018042	4	scaffold12	325477	354530	1
CGI_10018216	4	scaffold622	436711	440344	1
CGI_10018619	4	scaffold163	216699	234188	1
CGI_10018633	4	scaffold163	505361	520807	-1
CGI_10018729	4	scaffold1123	3950	19691	1
CGI_10018731	4	scaffold1123	40298	42533	1
CGI_10019011	4	scaffold808	14975	47006	-1
CGI_10019321	4	scaffold402	147985	183692	1
CGI_10019325	4	scaffold402	339165	380935	1
CGI_10019492	4	scaffold376	70005	88949	-1
CGI_10019674	4	scaffold1715	404647	423871	1
CGI_10019943	4	scaffold1036	62334	74775	-1
CGI_10020218	4	scaffold1857	530306	547291	-1
CGI_10020465	4	scaffold388	210826	226750	1
CGI_10020700	4	scaffold85	234887	255641	1
CGI_10020726	4	scaffold698	46494	76860	1
CGI_10020739	4	scaffold698	252635	266437	1
CGI_10020879	4	scaffold332	137936	148150	-1
CGI_10021006	4	scaffold546	432060	444716	1
CGI_10021414	4	scaffold676	36733	47078	1
CGI_10021711	4	scaffold599	192167	204919	-1
CGI_10021856	4	scaffold164	202229	226487	1
CGI_10022004	4	scaffold721	412043	434101	1
CGI_10022049	4	scaffold106	591897	614534	1
CGI_10022123	4	scaffold109	556306	603247	-1
CGI_10022253	4	scaffold854	454980	489187	-1
CGI_10022284	4	scaffold847	611479	627054	-1
CGI_10022545	4	scaffold544	43904	53870	-1
CGI_10022637	4	scaffold1360	200061	235492	-1
CGI_10022641	4	scaffold1360	253519	263518	-1
CGI_10022654	4	scaffold1360	431862	441455	1
CGI_10022721	4	scaffold365	98713	163231	-1
CGI_10022751	4	scaffold365	686597	694456	1
CGI_10023142	4	scaffold58	338612	358778	-1
CGI_10023242	4	scaffold408	467172	497516	-1
CGI_10023362	4	scaffold1605	384598	409044	-1
CGI_10023393	4	scaffold1605	779717	805704	1
CGI_10023417	4	scaffold625	435343	455033	1
CGI_10023466	4	scaffold1149	424373	437919	-1
CGI_10023483	4	scaffold1258	17128	36344	1
CGI_10023677	4	scaffold54	385313	414759	1
CGI_10023847	4	scaffold406	401781	436007	1
CGI_10024033	4	scaffold1741	255106	262526	1
CGI_10024207	4	scaffold392	213729	217584	1
CGI_10024369	4	scaffold1785	241131	274696	1
CGI_10024392	4	scaffold1785	651485	664874	1
CGI_10024400	4	scaffold1785	794120	829410	-1
CGI_10024441	4	scaffold784	749877	774488	1
CGI_10024594	4	scaffold280	564810	575404	-1
CGI_10024629	4	scaffold79	433680	450267	-1
CGI_10024642	4	scaffold79	672176	703722	1
CGI_10024646	4	scaffold79	772715	827878	-1
CGI_10024989	4	scaffold1017	211687	242435	1
CGI_10025016	4	scaffold1017	548766	560685	1
CGI_10025033	4	scaffold1017	856415	874549	1
CGI_10025035	4	scaffold1017	988476	1003450	1
CGI_10025205	4	scaffold885	418947	436987	1
CGI_10025280	4	scaffold82	955814	1002301	-1
CGI_10026247	4	scaffold867	953403	962880	-1
CGI_10026263	4	scaffold867	1122368	1137269	-1
CGI_10026528	4	scaffold156	872188	885800	-1
CGI_10026597	4	scaffold313	320543	342600	-1
CGI_10026708	4	scaffold301	58869	69425	-1
CGI_10026996	4	scaffold471	16590	22781	1
CGI_10027247	4	scaffold481	830206	860423	1
CGI_10027411	4	scaffold1179	1166969	1191798	-1
CGI_10027648	4	scaffold962	400970	412251	-1
CGI_10027815	4	scaffold198	531542	554203	1
CGI_10028008	4	scaffold77	920349	939074	1
CGI_10028387	4	scaffold419	1130069	1147710	1
CGI_10028416	4	scaffold419	1669464	1681656	1
CGI_10028512	4	scaffold102	1659434	1671093	1
CGI_10028815	4	scaffold1009	1656119	1670663	1
CGI_10028898	4	scaffold22	1120658	1166105	1
CGI_10028907	4	scaffold22	1327997	1340703	1
CGI_10028929	4	scaffold22	1709615	1726578	1
CGI_10003301	3	scaffold1455	56849	65611	-1
CGI_10003376	3	scaffold1339	164	43021	1
CGI_10003384	3	scaffold39488	39493	51060	1
CGI_10003446	3	scaffold39572	44325	69809	-1
CGI_10003566	3	scaffold1752	15055	20494	1
CGI_10003643	3	scaffold39878	33757	53157	-1
CGI_10003726	3	scaffold39966	35939	38306	-1
CGI_10003810	3	scaffold40054	12989	26304	-1
CGI_10003886	3	scaffold40156	39634	68829	-1
CGI_10003924	3	scaffold40162	21266	46224	1
CGI_10003928	3	scaffold40186	59784	72378	1
CGI_10003936	3	scaffold40182	6136	27863	1
CGI_10003960	3	scaffold40230	50016	82778	-1
CGI_10004104	3	scaffold549	50843	63768	-1
CGI_10004114	3	scaffold40412	69856	89195	1
CGI_10004144	3	scaffold40440	51085	66707	-1
CGI_10004145	3	scaffold40440	58915	88789	1
CGI_10004197	3	scaffold40534	1	46942	1
CGI_10004361	3	scaffold398	35290	48236	1
CGI_10004404	3	scaffold127	15636	43326	1
CGI_10004416	3	scaffold1536	91082	100071	-1
CGI_10004512	3	scaffold1234	44712	102400	-1
CGI_10004527	3	scaffold40856	85567	91161	-1
CGI_10004570	3	scaffold40916	4250	52256	1
CGI_10004598	3	scaffold736	63195	73888	1
CGI_10004626	3	scaffold311	50237	66209	1
CGI_10004749	3	scaffold866	84549	108844	1
CGI_10004777	3	scaffold41162	72852	107906	1
CGI_10004930	3	scaffold597	78607	90731	-1
CGI_10005018	3	scaffold1770	23053	43924	1
CGI_10005107	3	scaffold1181	67064	85746	1
CGI_10005145	3	scaffold41472	94515	108065	1
CGI_10005243	3	scaffold41540	9008	30162	1
CGI_10005308	3	scaffold1514	41052	55235	1
CGI_10005399	3	scaffold41660	75250	87688	1
CGI_10005627	3	scaffold41786	115090	126717	1
CGI_10005674	3	scaffold41828	38928	72738	-1
CGI_10005716	3	scaffold41832	28035	70053	1
CGI_10005730	3	scaffold41852	53522	61625	-1
CGI_10005811	3	scaffold41896	89048	111717	1
CGI_10005838	3	scaffold1796	34120	45263	1
CGI_10005913	3	scaffold41998	55008	87098	1
CGI_10006014	3	scaffold42032	38490	85082	1
CGI_10006025	3	scaffold42040	82086	94404	-1
CGI_10006046	3	scaffold42030	72599	103190	1
CGI_10006057	3	scaffold1317	114174	141084	1
CGI_10006155	3	scaffold1806	19239	35559	1
CGI_10006156	3	scaffold1806	44331	76950	1
CGI_10006265	3	scaffold770	56737	76604	-1
CGI_10006334	3	scaffold42172	95629	132460	-1
CGI_10006386	3	scaffold1774	119054	128494	1
CGI_10006474	3	scaffold42246	4727	48525	1
CGI_10006481	3	scaffold42262	23755	38147	1
CGI_10006635	3	scaffold281	129314	153034	1
CGI_10006640	3	scaffold215	87621	93260	-1
CGI_10006721	3	scaffold42364	47371	74499	-1
CGI_10006723	3	scaffold42364	71172	88504	1
CGI_10006795	3	scaffold42402	124224	133825	-1
CGI_10006803	3	scaffold1220	85285	94245	-1
CGI_10006828	3	scaffold788	11221	23562	1
CGI_10006975	3	scaffold42486	13709	49840	-1
CGI_10006978	3	scaffold42486	60068	88449	1
CGI_10007008	3	scaffold827	1774	16096	-1
CGI_10007011	3	scaffold827	72589	88805	-1
CGI_10007043	3	scaffold179	141495	159518	-1
CGI_10007150	3	scaffold1802	70908	80776	1
CGI_10007248	3	scaffold493	104481	128360	1
CGI_10007364	3	scaffold828	15085	79014	-1
CGI_10007529	3	scaffold1625	89845	97594	1
CGI_10007614	3	scaffold1200	1164	10732	-1
CGI_10007617	3	scaffold1200	49467	56380	1
CGI_10007659	3	scaffold452	168725	174603	-1
CGI_10007683	3	scaffold1081	67446	104668	1
CGI_10007718	3	scaffold42790	47227	103130	-1
CGI_10007725	3	scaffold707	146246	152183	1
CGI_10007777	3	scaffold366	122984	129964	1
CGI_10007803	3	scaffold1508	87111	107923	1
CGI_10007861	3	scaffold42836	130395	140127	1
CGI_10007952	3	scaffold1879	16088	26742	1
CGI_10008053	3	scaffold1632	166355	196642	-1
CGI_10008268	3	scaffold1841	48203	73597	-1
CGI_10008374	3	scaffold42990	47036	55091	-1
CGI_10008393	3	scaffold1687	136531	151797	1
CGI_10008548	3	scaffold894	170936	185580	1
CGI_10008689	3	scaffold43074	67342	94186	-1
CGI_10008737	3	scaffold1891	133537	159573	-1
CGI_10008801	3	scaffold339	91859	99737	1
CGI_10008876	3	scaffold1855	188156	208855	-1
CGI_10008946	3	scaffold1247	128265	150164	1
CGI_10009104	3	scaffold43170	141766	193820	1
CGI_10009132	3	scaffold1116	143288	153983	1
CGI_10009180	3	scaffold1050	193855	208645	1
CGI_10009440	3	scaffold43210	30448	61471	1
CGI_10009494	3	scaffold569	31554	62247	1
CGI_10009514	3	scaffold1286	98601	124345	-1
CGI_10009528	3	scaffold1503	54967	67698	1
