Gene	SigProbes	Scaffold	Start	End	Strand
CGI_10003521	3	scaffold1297	20158	73778	1
CGI_10003777	3	scaffold40002	35253	64033	1
CGI_10003959	3	scaffold40230	14231	44144	1
CGI_10004278	3	scaffold40606	6541	35661	1
CGI_10004535	3	scaffold40938	82835	99838	1
CGI_10004725	3	scaffold41136	4469	74857	1
CGI_10004826	3	scaffold178	58024	93952	-1
CGI_10005033	3	scaffold41400	56733	67697	-1
CGI_10005040	3	scaffold41380	37229	65177	-1
CGI_10005249	3	scaffold41534	1	65052	1
CGI_10005255	3	scaffold41588	48446	71491	-1
CGI_10005452	3	scaffold1419	15962	94471	-1
CGI_10005609	3	scaffold1491	1863	18674	-1
CGI_10005878	3	scaffold41994	30614	62131	-1
CGI_10005888	3	scaffold41970	74589	95521	-1
CGI_10005972	3	scaffold41982	68195	76399	-1
CGI_10006164	3	scaffold42096	65887	96531	1
CGI_10006246	3	scaffold42144	8140	67657	1
CGI_10006322	3	scaffold42164	101554	129998	-1
CGI_10006406	3	scaffold42236	111501	136266	1
CGI_10006476	3	scaffold42246	61481	100048	-1
CGI_10006521	3	scaffold42272	4456	29886	1
CGI_10006907	3	scaffold1172	64511	80779	-1
CGI_10006916	3	scaffold78	127507	135383	-1
CGI_10006977	3	scaffold42486	58489	61704	-1
CGI_10007253	3	scaffold42592	4952	26121	1
CGI_10007313	3	scaffold42604	43936	68814	-1
CGI_10007352	3	scaffold1871	2307	42384	-1
CGI_10007354	3	scaffold1871	54197	86998	1
CGI_10007364	3	scaffold828	15085	79014	-1
CGI_10007573	3	scaffold879	83884	130121	-1
CGI_10007727	3	scaffold42784	1106	16958	-1
CGI_10007728	3	scaffold42784	3255	31766	1
CGI_10007803	3	scaffold1508	87111	107923	1
CGI_10007866	3	scaffold1791	65923	91200	1
CGI_10008099	3	scaffold42904	48148	66540	-1
CGI_10008128	3	scaffold923	43946	63487	-1
CGI_10008467	3	scaffold43034	6205	20654	-1
CGI_10008490	3	scaffold1729	153386	168154	1
CGI_10008557	3	scaffold43024	98040	134638	1
CGI_10008693	3	scaffold43074	175086	213395	1
CGI_10008897	3	scaffold43134	144623	189907	1
CGI_10009104	3	scaffold43170	141766	193820	1
CGI_10009255	3	scaffold43194	129163	143020	-1
CGI_10009372	3	scaffold993	19420	32135	-1
CGI_10009939	3	scaffold1349	108398	116363	1
CGI_10009951	3	scaffold1707	112937	128554	1
CGI_10010157	3	scaffold43396	244017	250187	-1
CGI_10010166	3	scaffold1704	62630	80284	-1
CGI_10010189	3	scaffold930	51525	92930	-1
CGI_10010282	3	scaffold1637	213906	232047	-1
CGI_10010569	3	scaffold43494	165721	174727	-1
CGI_10010640	3	scaffold1569	158757	200245	-1
CGI_10010658	3	scaffold1321	23658	53155	-1
CGI_10010659	3	scaffold1321	27179	44937	1
CGI_10010676	3	scaffold1608	74219	91136	1
CGI_10010828	3	scaffold19	1584	16777	-1
CGI_10010925	3	scaffold1288	252832	265457	1
CGI_10011106	3	scaffold340	204481	215029	1
CGI_10011130	3	scaffold43576	80480	131391	1
CGI_10011134	3	scaffold43576	197837	233524	-1
CGI_10011152	3	scaffold285	36069	54505	-1
CGI_10011282	3	scaffold1821	71408	98029	-1
CGI_10012107	3	scaffold43742	60574	132442	-1
CGI_10012366	3	scaffold43782	101494	129639	1
CGI_10012447	3	scaffold1805	255030	269289	-1
CGI_10012478	3	scaffold765	297945	312155	-1
CGI_10012488	3	scaffold550	113868	123090	-1
CGI_10012545	3	scaffold43798	310190	320173	-1
CGI_10012692	3	scaffold386	254590	285645	-1
CGI_10012744	3	scaffold1792	55871	125119	-1
CGI_10012838	3	scaffold1337	164428	176572	-1
CGI_10013036	3	scaffold1600	93170	103095	1
CGI_10013547	3	scaffold1865	265949	319343	-1
CGI_10014079	3	scaffold754	288108	303428	1
CGI_10014241	3	scaffold1838	58427	75279	-1
CGI_10014318	3	scaffold737	299636	311567	-1
CGI_10014545	3	scaffold1780	51506	58345	1
CGI_10014553	3	scaffold1780	188546	216954	1
CGI_10014569	3	scaffold43954	14405	25898	-1
CGI_10014639	3	scaffold43964	70159	94364	1
CGI_10014709	3	scaffold659	294225	309392	-1
CGI_10014791	3	scaffold184	357	24513	1
CGI_10014850	3	scaffold767	315899	381131	-1
CGI_10014929	3	scaffold1354	94963	113981	-1
CGI_10015183	3	scaffold1835	123947	147613	1
CGI_10015562	3	scaffold1901	362777	393141	-1
CGI_10015598	3	scaffold1711	39044	51534	-1
CGI_10015713	3	scaffold62	221303	264368	-1
CGI_10016201	3	scaffold324	297714	323480	1
CGI_10016219	3	scaffold588	265419	290236	-1
CGI_10016401	3	scaffold1800	139913	201118	-1
CGI_10016417	3	scaffold1241	20350	28363	1
CGI_10016469	3	scaffold712	3927	14566	-1
CGI_10016487	3	scaffold712	374889	392245	-1
CGI_10016862	3	scaffold1579	191295	214199	-1
CGI_10016931	3	scaffold1767	439539	475831	1
CGI_10017084	3	scaffold335	55499	76156	1
CGI_10017506	3	scaffold853	334854	364789	-1
CGI_10017623	3	scaffold1670	381451	411223	-1
CGI_10017624	3	scaffold1670	380556	392432	1
CGI_10017816	3	scaffold1518	474049	486910	-1
CGI_10018343	3	scaffold514	10072	17578	1
CGI_10018768	3	scaffold576	263499	275937	-1
CGI_10018842	3	scaffold547	79145	147153	1
CGI_10018921	3	scaffold42	463969	485388	-1
CGI_10018943	3	scaffold1262	299052	320830	-1
CGI_10018984	3	scaffold269	11233	48550	1
CGI_10019067	3	scaffold1249	384797	398389	1
CGI_10019517	3	scaffold376	517032	536228	-1
CGI_10019569	3	scaffold1794	67933	87180	1
CGI_10019876	3	scaffold1512	524189	531966	-1
CGI_10019917	3	scaffold1788	137274	148114	1
CGI_10019920	3	scaffold1788	176266	190425	-1
CGI_10020266	3	scaffold1014	200238	209007	1
CGI_10020286	3	scaffold535	209531	219917	1
CGI_10020346	3	scaffold522	631221	637088	-1
CGI_10020412	3	scaffold315	217884	229530	1
CGI_10020746	3	scaffold698	384445	390859	-1
CGI_10020780	3	scaffold1004	448774	458246	1
CGI_10020915	3	scaffold1897	173953	179624	-1
CGI_10020917	3	scaffold1897	190471	250775	-1
CGI_10020985	3	scaffold1736	564112	572691	1
CGI_10021215	3	scaffold99	601112	623168	-1
CGI_10021218	3	scaffold99	644788	657030	-1
CGI_10021263	3	scaffold157	508844	518491	1
CGI_10021355	3	scaffold43	380222	415471	-1
CGI_10021603	3	scaffold1315	145631	161285	-1
CGI_10021638	3	scaffold101	165559	183017	-1
CGI_10022042	3	scaffold106	361179	402899	1
CGI_10022123	3	scaffold109	556306	603247	-1
CGI_10022125	3	scaffold109	628929	631995	-1
CGI_10022140	3	scaffold513	194893	209540	-1
CGI_10022178	3	scaffold880	47592	63756	1
CGI_10022272	3	scaffold847	306777	327988	1
CGI_10022593	3	scaffold351	113760	136400	-1
CGI_10022621	3	scaffold351	668210	748966	1
CGI_10022796	3	scaffold413	137311	158515	1
CGI_10023247	3	scaffold408	521268	549208	-1
CGI_10023509	3	scaffold1258	632490	669544	-1
CGI_10023600	3	scaffold20	837604	847621	-1
CGI_10023727	3	scaffold192	736964	766448	-1
CGI_10023758	3	scaffold1307	392687	428992	-1
CGI_10023785	3	scaffold1307	723980	731961	-1
CGI_10023897	3	scaffold48	380506	413698	-1
CGI_10023941	3	scaffold1362	343854	375688	1
CGI_10024100	3	scaffold801	874196	893586	1
CGI_10024170	3	scaffold485	492422	509566	1
CGI_10024186	3	scaffold485	644177	658079	1
CGI_10024400	3	scaffold1785	794120	829410	-1
CGI_10024448	3	scaffold784	862667	871299	1
CGI_10024655	3	scaffold79	899382	915423	1
CGI_10024790	3	scaffold70	764546	797463	-1
CGI_10024982	3	scaffold1017	88381	134984	1
CGI_10025114	3	scaffold241	584665	615477	-1
CGI_10025478	3	scaffold1188	437049	459688	-1
CGI_10025484	3	scaffold1188	523746	544144	1
CGI_10025795	3	scaffold619	971445	1008453	1
CGI_10026057	3	scaffold1174	606419	628200	-1
CGI_10026309	3	scaffold1836	789137	796272	-1
CGI_10026426	3	scaffold100	296623	308835	-1
CGI_10026499	3	scaffold156	377742	429749	-1
CGI_10026607	3	scaffold313	464753	511188	1
CGI_10026610	3	scaffold313	520818	560094	1
CGI_10026787	3	scaffold142	1098533	1123286	1
CGI_10026855	3	scaffold601	1024076	1032475	1
CGI_10026935	3	scaffold211	152748	163987	1
CGI_10027231	3	scaffold481	649337	660966	1
CGI_10027247	3	scaffold481	830206	860423	1
CGI_10027466	3	scaffold1213	754285	774056	1
CGI_10027687	3	scaffold962	1127455	1192098	-1
CGI_10027741	3	scaffold1301	752553	780508	1
CGI_10027943	3	scaffold257	1233107	1235469	1
CGI_10028183	3	scaffold86	955423	971741	-1
CGI_10028437	3	scaffold102	432923	467506	1
CGI_10028630	3	scaffold150	887983	921874	1
CGI_10028859	3	scaffold22	523664	550709	1
CGI_10028915	3	scaffold22	1432235	1462478	1
