Gene	SigProbes	Scaffold	Start	End	Strand
CGI_10018033	6	scaffold12	238507	250665	1
CGI_10018734	6	scaffold1123	217721	230417	1
CGI_10019397	6	scaffold377	73850	99039	-1
CGI_10019674	6	scaffold1715	404647	423871	1
CGI_10021355	6	scaffold43	380222	415471	-1
CGI_10021980	6	scaffold1108	411229	432514	1
CGI_10022047	6	scaffold106	498736	513466	-1
CGI_10022185	6	scaffold880	211914	251131	-1
CGI_10022264	6	scaffold854	697978	729843	1
CGI_10022368	6	scaffold1710	504144	530486	1
CGI_10022752	6	scaffold365	690001	716431	-1
CGI_10022926	6	scaffold950	252710	305175	-1
CGI_10023200	6	scaffold602	697009	712747	-1
CGI_10023462	6	scaffold1149	230254	271705	1
CGI_10023626	6	scaffold583	470956	505704	1
CGI_10024982	6	scaffold1017	88381	134984	1
CGI_10025035	6	scaffold1017	988476	1003450	1
CGI_10025091	6	scaffold241	80964	102317	1
CGI_10025370	6	scaffold226	637426	687523	1
CGI_10025838	6	scaffold1583	700832	712815	1
CGI_10026934	6	scaffold211	102619	127620	1
CGI_10028019	6	scaffold77	1067915	1100683	1
CGI_10028276	6	scaffold1532	955349	969868	1
CGI_10028431	6	scaffold102	274200	302612	-1
CGI_10003472	5	scaffold39620	42331	51316	1
CGI_10003612	5	scaffold39778	56712	69685	-1
CGI_10004005	5	scaffold40254	19258	32039	-1
CGI_10004006	5	scaffold40254	30193	43032	1
CGI_10004104	5	scaffold549	50843	63768	-1
CGI_10004210	5	scaffold40564	77232	86821	-1
CGI_10004649	5	scaffold41034	3581	37441	-1
CGI_10005018	5	scaffold1770	23053	43924	1
CGI_10005249	5	scaffold41534	1	65052	1
CGI_10005250	5	scaffold1817	9897	45966	-1
CGI_10005358	5	scaffold1553	2198	29329	1
CGI_10006246	5	scaffold42144	8140	67657	1
CGI_10006249	5	scaffold42144	125947	143095	1
CGI_10006978	5	scaffold42486	60068	88449	1
CGI_10007529	5	scaffold1625	89845	97594	1
CGI_10007825	5	scaffold1511	30937	38771	-1
CGI_10007862	5	scaffold42836	142632	181424	1
CGI_10007979	5	scaffold446	66304	132545	1
CGI_10008507	5	scaffold43028	109407	130139	1
CGI_10008808	5	scaffold43116	46223	64768	1
CGI_10009672	5	scaffold1333	338	24548	-1
CGI_10010721	5	scaffold43520	184106	231161	-1
CGI_10010857	5	scaffold43536	129106	164464	1
CGI_10011332	5	scaffold895	123607	147626	-1
CGI_10011338	5	scaffold895	224828	254637	-1
CGI_10011658	5	scaffold1743	225368	249286	-1
CGI_10011828	5	scaffold1235	16837	35725	-1
CGI_10011947	5	scaffold1720	159591	212734	-1
CGI_10011988	5	scaffold1845	98469	121392	-1
CGI_10012009	5	scaffold1884	40768	70838	1
CGI_10012257	5	scaffold1730	153500	175693	-1
CGI_10012987	5	scaffold1328	107115	121166	-1
CGI_10013341	5	scaffold1894	273736	295035	1
CGI_10013471	5	scaffold1	207338	230810	-1
CGI_10013853	5	scaffold1525	21768	58796	1
CGI_10013994	5	scaffold43920	173629	203515	1
CGI_10014023	5	scaffold983	15962	18259	1
CGI_10014323	5	scaffold1611	21601	36288	-1
CGI_10014332	5	scaffold1611	296623	328864	1
CGI_10014383	5	scaffold1462	305995	332618	-1
CGI_10014955	5	scaffold655	225207	259283	-1
CGI_10015726	5	scaffold802	106008	130874	1
CGI_10016312	5	scaffold1316	367063	407080	-1
CGI_10017888	5	scaffold1541	201379	235972	-1
CGI_10017980	5	scaffold557	400528	413927	1
CGI_10018429	5	scaffold1352	445585	459041	1
CGI_10018730	5	scaffold1123	18859	33846	1
CGI_10018943	5	scaffold1262	299052	320830	-1
CGI_10020015	5	scaffold948	218200	300594	1
CGI_10020092	5	scaffold709	406943	427071	1
CGI_10020093	5	scaffold709	411384	421120	-1
CGI_10020465	5	scaffold388	210826	226750	1
CGI_10020552	5	scaffold57	360110	382565	1
CGI_10020553	5	scaffold57	361168	397087	-1
CGI_10021354	5	scaffold43	367668	380056	-1
CGI_10021706	5	scaffold599	28083	62122	1
CGI_10021995	5	scaffold721	67079	89248	1
CGI_10022336	5	scaffold1710	65509	80594	1
CGI_10022366	5	scaffold1710	468871	478742	1
CGI_10023016	5	scaffold1101	161730	179883	-1
CGI_10026029	5	scaffold1174	165948	194006	-1
CGI_10026198	5	scaffold1154	939257	974284	-1
CGI_10026422	5	scaffold100	235013	252847	-1
CGI_10026861	5	scaffold601	1201024	1227827	-1
CGI_10027101	5	scaffold433	961160	1001869	1
CGI_10027343	5	scaffold1179	104901	123062	-1
CGI_10028119	5	scaffold337	1471928	1489134	-1
CGI_10028409	5	scaffold419	1486333	1499505	-1
CGI_10028528	5	scaffold1024	190784	246938	1
CGI_10003361	4	scaffold734	15567	25465	-1
CGI_10003376	4	scaffold1339	164	43021	1
CGI_10003565	4	scaffold1752	8754	19177	-1
CGI_10003866	4	scaffold1304	66761	81457	-1
CGI_10003898	4	scaffold40164	2839	13364	-1
CGI_10003936	4	scaffold40182	6136	27863	1
CGI_10003960	4	scaffold40230	50016	82778	-1
CGI_10004280	4	scaffold40606	45215	55197	-1
CGI_10004527	4	scaffold40856	85567	91161	-1
CGI_10005137	4	scaffold41466	20923	33174	1
CGI_10005399	4	scaffold41660	75250	87688	1
CGI_10005452	4	scaffold1419	15962	94471	-1
CGI_10005500	4	scaffold1367	110543	128160	-1
CGI_10005710	4	scaffold41824	65241	105767	-1
CGI_10005751	4	scaffold64	38501	61704	-1
CGI_10006082	4	scaffold42076	20711	47909	1
CGI_10006143	4	scaffold1656	72832	80261	1
CGI_10006297	4	scaffold968	109087	120737	1
CGI_10006796	4	scaffold42402	126799	151962	1
CGI_10006809	4	scaffold243	6831	24380	-1
CGI_10007202	4	scaffold1631	146479	158271	-1
CGI_10007267	4	scaffold42568	51571	103707	-1
CGI_10007352	4	scaffold1871	2307	42384	-1
CGI_10007405	4	scaffold1524	155067	174337	1
CGI_10007534	4	scaffold1625	176211	184059	-1
CGI_10007586	4	scaffold1299	131868	184987	1
CGI_10007617	4	scaffold1200	49467	56380	1
CGI_10008190	4	scaffold42924	119395	145961	-1
CGI_10008454	4	scaffold43012	100894	139553	1
CGI_10008538	4	scaffold894	41935	58269	1
CGI_10008543	4	scaffold894	106006	111292	-1
CGI_10008693	4	scaffold43074	175086	213395	1
CGI_10008964	4	scaffold43130	158411	196443	-1
CGI_10008974	4	scaffold1738	146423	184757	1
CGI_10009076	4	scaffold1616	55395	104736	1
CGI_10009185	4	scaffold1411	24558	66895	-1
CGI_10009194	4	scaffold1411	183160	208554	1
CGI_10009576	4	scaffold596	167405	189189	1
CGI_10009686	4	scaffold1333	177551	188188	1
CGI_10009722	4	scaffold1028	145838	161646	1
CGI_10009988	4	scaffold43366	145104	161410	-1
CGI_10010342	4	scaffold294	233001	260096	1
CGI_10010447	4	scaffold1858	114362	127826	-1
CGI_10010658	4	scaffold1321	23658	53155	-1
CGI_10010931	4	scaffold1742	26304	42919	-1
CGI_10011130	4	scaffold43576	80480	131391	1
CGI_10011272	4	scaffold59	68986	79873	-1
CGI_10011676	4	scaffold783	34808	63575	1
CGI_10011702	4	scaffold296	260822	287074	-1
CGI_10011730	4	scaffold43676	79739	88676	-1
CGI_10011969	4	scaffold43708	110568	122762	1
CGI_10011990	4	scaffold1845	108001	120334	1
CGI_10012110	4	scaffold43742	140885	170411	-1
CGI_10012151	4	scaffold421	108930	118068	1
CGI_10012329	4	scaffold1125	96135	114021	1
CGI_10012338	4	scaffold1125	189933	229052	-1
CGI_10012342	4	scaffold1125	257264	306646	1
CGI_10012420	4	scaffold43794	256501	270559	1
CGI_10012692	4	scaffold386	254590	285645	-1
CGI_10013099	4	scaffold43842	99220	114113	-1
CGI_10013133	4	scaffold908	120298	147559	1
CGI_10013272	4	scaffold1484	342488	350065	-1
CGI_10013327	4	scaffold975	152460	181448	1
CGI_10013334	4	scaffold1894	18177	68015	-1
CGI_10013455	4	scaffold888	242397	274773	1
CGI_10013520	4	scaffold172	158144	175152	-1
CGI_10014007	4	scaffold976	120565	136424	1
CGI_10014014	4	scaffold976	265197	282153	1
CGI_10014282	4	scaffold1719	199339	212765	-1
CGI_10014340	4	scaffold1327	157348	178666	1
CGI_10014369	4	scaffold424	295668	346533	-1
CGI_10014490	4	scaffold531	81235	100394	-1
CGI_10014525	4	scaffold818	386667	402111	1
CGI_10014643	4	scaffold43964	134421	153513	-1
CGI_10014761	4	scaffold542	109727	127005	-1
CGI_10014764	4	scaffold542	155779	173057	-1
CGI_10014927	4	scaffold1354	36362	43430	-1
CGI_10015133	4	scaffold578	389224	399020	-1
CGI_10015182	4	scaffold1835	102729	123658	1
CGI_10015222	4	scaffold193	58988	95620	1
CGI_10015407	4	scaffold616	349715	381796	1
CGI_10015451	4	scaffold934	384356	409492	1
CGI_10015774	4	scaffold499	362994	378463	-1
CGI_10015810	4	scaffold227	91280	106057	1
CGI_10016384	4	scaffold594	271742	277647	1
CGI_10016431	4	scaffold1241	230364	273061	-1
CGI_10016472	4	scaffold712	19004	49144	-1
CGI_10016618	4	scaffold219	172029	217754	1
CGI_10016838	4	scaffold44	369681	375648	-1
CGI_10016999	4	scaffold1228	389520	413066	1
CGI_10017112	4	scaffold335	468736	479813	1
CGI_10017274	4	scaffold63	198059	207786	-1
CGI_10017281	4	scaffold63	406163	426324	-1
CGI_10017347	4	scaffold1900	384856	402407	-1
CGI_10017627	4	scaffold1670	447842	475285	1
CGI_10017760	4	scaffold713	384658	416279	-1
CGI_10017802	4	scaffold1518	213310	214540	-1
CGI_10018083	4	scaffold1255	371354	397475	1
CGI_10018112	4	scaffold396	317459	335788	1
CGI_10018334	4	scaffold630	390099	413660	1
CGI_10018396	4	scaffold1324	353089	362762	1
CGI_10018675	4	scaffold189	162558	221166	-1
CGI_10019155	4	scaffold942	166859	210633	1
CGI_10019244	4	scaffold980	531284	554195	1
CGI_10019249	4	scaffold506	3309	22287	-1
CGI_10019321	4	scaffold402	147985	183692	1
CGI_10019511	4	scaffold376	385153	394820	1
CGI_10019611	4	scaffold1889	246450	270482	-1
CGI_10019832	4	scaffold563	310602	335906	1
CGI_10020218	4	scaffold1857	530306	547291	-1
CGI_10020228	4	scaffold489	93550	114740	-1
CGI_10020290	4	scaffold535	326506	352221	1
CGI_10020297	4	scaffold535	500982	523518	-1
CGI_10020700	4	scaffold85	234887	255641	1
CGI_10020720	4	scaffold85	637129	652398	1
CGI_10020861	4	scaffold361	333222	390747	-1
CGI_10020953	4	scaffold1736	104842	121765	-1
CGI_10020954	4	scaffold1736	155787	190151	-1
CGI_10020998	4	scaffold546	210495	222113	-1
CGI_10021574	4	scaffold237	220874	256381	1
CGI_10021590	4	scaffold237	660741	674827	1
CGI_10021806	4	scaffold347	701188	711517	1
CGI_10022229	4	scaffold750	628506	641441	1
CGI_10022252	4	scaffold854	396662	453116	1
CGI_10022513	4	scaffold593	123601	129916	-1
CGI_10022621	4	scaffold351	668210	748966	1
CGI_10022899	4	scaffold144	405321	430894	-1
CGI_10023239	4	scaffold408	434819	447676	1
CGI_10023314	4	scaffold1132	207782	232438	-1
CGI_10023483	4	scaffold1258	17128	36344	1
CGI_10023625	4	scaffold583	412825	451410	-1
CGI_10023840	4	scaffold406	128241	152323	-1
CGI_10023934	4	scaffold1362	196782	239172	-1
CGI_10024047	4	scaffold1741	574954	614216	1
CGI_10024598	4	scaffold280	595756	614298	-1
CGI_10024898	4	scaffold146	356715	360121	1
CGI_10025016	4	scaffold1017	548766	560685	1
CGI_10025073	4	scaffold107	682642	707960	1
CGI_10025221	4	scaffold885	744665	764352	1
CGI_10025290	4	scaffold149	106962	121917	1
CGI_10025426	4	scaffold1423	296808	305158	1
CGI_10025475	4	scaffold1188	404833	426213	-1
CGI_10025510	4	scaffold1188	910578	935331	-1
CGI_10025847	4	scaffold1583	854501	870319	-1
CGI_10025857	4	scaffold1583	952169	980453	1
CGI_10026056	4	scaffold1174	593910	602611	1
CGI_10026620	4	scaffold313	692847	734575	1
CGI_10026678	4	scaffold53	647909	677334	-1
CGI_10026760	4	scaffold142	225750	254431	1
CGI_10026768	4	scaffold142	651587	657482	1
CGI_10026852	4	scaffold601	888551	923212	-1
CGI_10027251	4	scaffold481	882601	885863	-1
CGI_10027531	4	scaffold501	785323	819712	1
CGI_10027546	4	scaffold501	1201814	1224035	1
CGI_10028027	4	scaffold77	1223181	1233369	1
CGI_10028292	4	scaffold1532	1408196	1410146	-1
CGI_10028348	4	scaffold419	526244	532539	1
CGI_10028355	4	scaffold419	617366	631938	1
CGI_10028410	4	scaffold419	1499187	1509594	1
CGI_10028417	4	scaffold419	1697945	1705094	-1
CGI_10028512	4	scaffold102	1659434	1671093	1
CGI_10028723	4	scaffold1009	246787	272005	-1
CGI_10028927	4	scaffold22	1670156	1679053	-1
CGI_10003234	3	scaffold1464	479	25035	1
CGI_10003235	3	scaffold1464	10282	14662	-1
CGI_10003270	3	scaffold1598	17526	29890	1
CGI_10003379	3	scaffold39470	18519	33880	-1
CGI_10003390	3	scaffold39522	1	9704	1
CGI_10003410	3	scaffold39536	40650	70644	-1
CGI_10003446	3	scaffold39572	44325	69809	-1
CGI_10003810	3	scaffold40054	12989	26304	-1
CGI_10003930	3	scaffold40172	5995	45177	1
CGI_10004145	3	scaffold40440	58915	88789	1
CGI_10004146	3	scaffold40440	73689	86279	-1
CGI_10004183	3	scaffold654	16913	25835	1
CGI_10004193	3	scaffold40512	31163	58255	1
CGI_10004208	3	scaffold40564	33897	49843	-1
CGI_10004361	3	scaffold398	35290	48236	1
CGI_10004485	3	scaffold40836	57231	70939	1
CGI_10004523	3	scaffold40856	18200	48932	1
CGI_10004661	3	scaffold41064	69881	80028	-1
CGI_10004693	3	scaffold41086	36300	44919	-1
CGI_10004698	3	scaffold634	11476	30002	1
CGI_10004768	3	scaffold1107	24384	68274	1
CGI_10004929	3	scaffold597	49691	76924	1
CGI_10005042	3	scaffold41380	71045	109079	-1
CGI_10005072	3	scaffold1686	3495	12949	-1
CGI_10005145	3	scaffold41472	94515	108065	1
CGI_10005172	3	scaffold41502	42886	54139	-1
CGI_10005308	3	scaffold1514	41052	55235	1
CGI_10005324	3	scaffold41616	92595	112297	-1
CGI_10005377	3	scaffold41666	111874	118299	-1
CGI_10005477	3	scaffold41732	9730	18786	1
CGI_10005491	3	scaffold1878	72255	80672	-1
CGI_10005541	3	scaffold585	91313	108443	-1
CGI_10005591	3	scaffold604	41759	53290	1
CGI_10005815	3	scaffold41900	1992	43353	-1
CGI_10005838	3	scaffold1796	34120	45263	1
CGI_10005853	3	scaffold41954	92049	113682	1
CGI_10005854	3	scaffold41954	103267	127908	-1
CGI_10006014	3	scaffold42032	38490	85082	1
CGI_10006150	3	scaffold426	80088	91068	-1
CGI_10006228	3	scaffold200	102609	113305	-1
CGI_10006252	3	scaffold1185	24544	34647	1
CGI_10006263	3	scaffold1185	120225	141352	1
CGI_10006359	3	scaffold868	80143	113505	-1
CGI_10006363	3	scaffold42226	97841	105388	1
CGI_10006438	3	scaffold276	78885	85290	1
CGI_10006481	3	scaffold42262	23755	38147	1
CGI_10006623	3	scaffold1887	55353	80893	-1
CGI_10006640	3	scaffold215	87621	93260	-1
CGI_10006697	3	scaffold42326	104949	114174	1
CGI_10006731	3	scaffold42380	81419	110422	1
CGI_10006885	3	scaffold42448	134182	146428	-1
CGI_10007190	3	scaffold42556	40861	51823	1
CGI_10007458	3	scaffold42662	68883	114325	-1
CGI_10007461	3	scaffold42662	138333	150497	-1
CGI_10007481	3	scaffold42684	74072	108282	1
CGI_10007590	3	scaffold474	19165	33940	-1
CGI_10007601	3	scaffold42762	30838	36532	1
CGI_10007612	3	scaffold42740	114905	140119	-1
CGI_10007629	3	scaffold42760	78863	91209	-1
CGI_10007684	3	scaffold1081	103817	115029	1
CGI_10007728	3	scaffold42784	3255	31766	1
CGI_10007777	3	scaffold366	122984	129964	1
CGI_10007855	3	scaffold42836	33359	53677	-1
CGI_10007860	3	scaffold42836	100715	122664	1
CGI_10008128	3	scaffold923	43946	63487	-1
CGI_10008246	3	scaffold1148	57234	81106	-1
CGI_10008352	3	scaffold1440	6880	25706	1
CGI_10008376	3	scaffold42990	71080	92253	1
CGI_10008381	3	scaffold42990	121654	148222	-1
CGI_10008421	3	scaffold718	117501	130592	-1
CGI_10008525	3	scaffold1142	16099	55959	1
CGI_10008548	3	scaffold894	170936	185580	1
CGI_10008610	3	scaffold743	16566	30186	1
CGI_10008737	3	scaffold1891	133537	159573	-1
CGI_10008780	3	scaffold110	128432	174946	1
CGI_10008801	3	scaffold339	91859	99737	1
CGI_10008897	3	scaffold43134	144623	189907	1
CGI_10009280	3	scaffold399	738	36362	1
CGI_10009400	3	scaffold76	117906	157990	-1
CGI_10009423	3	scaffold1100	470	8813	-1
CGI_10009494	3	scaffold569	31554	62247	1
CGI_10009696	3	scaffold372	49294	61567	-1
CGI_10009717	3	scaffold1028	31798	38481	-1
CGI_10009825	3	scaffold1476	146882	169555	-1
CGI_10009863	3	scaffold1663	14275	34810	-1
CGI_10010082	3	scaffold1751	1921	20795	-1
CGI_10010140	3	scaffold782	213275	248332	1
CGI_10010190	3	scaffold930	104155	115722	-1
CGI_10010270	3	scaffold1815	218267	233312	1
CGI_10010284	3	scaffold1637	242110	258314	1
CGI_10010337	3	scaffold294	159563	165366	-1
CGI_10010440	3	scaffold1858	34421	37173	1
CGI_10010550	3	scaffold43522	72023	83169	-1
CGI_10010706	3	scaffold592	144521	173375	1
CGI_10010726	3	scaffold43530	2696	17583	-1
CGI_10010784	3	scaffold43526	35766	62971	1
CGI_10010930	3	scaffold1742	14057	24053	1
CGI_10011187	3	scaffold338	180788	221016	1
CGI_10011205	3	scaffold508	219341	255087	1
CGI_10011264	3	scaffold579	192436	221323	1
CGI_10011441	3	scaffold400	275762	291092	-1
CGI_10011473	3	scaffold1551	110282	112373	1
CGI_10011491	3	scaffold724	93337	99512	-1
CGI_10011526	3	scaffold43630	149048	167057	1
CGI_10011578	3	scaffold1309	282970	294741	1
CGI_10011833	3	scaffold1235	99102	129172	1
CGI_10011852	3	scaffold1448	1	18510	1
CGI_10011932	3	scaffold1874	234506	270737	-1
CGI_10011986	3	scaffold1845	77020	86714	-1
CGI_10012061	3	scaffold1822	188312	196535	-1
CGI_10012107	3	scaffold43742	60574	132442	-1
CGI_10012201	3	scaffold722	213107	275814	-1
CGI_10012244	3	scaffold352	54040	89183	1
CGI_10012447	3	scaffold1805	255030	269289	-1
CGI_10012544	3	scaffold43798	286561	307914	1
CGI_10012565	3	scaffold336	109185	147330	1
CGI_10012582	3	scaffold1585	1530	12079	-1
CGI_10012681	3	scaffold386	81379	109874	-1
CGI_10012716	3	scaffold825	253068	267580	1
CGI_10012749	3	scaffold1792	252899	272519	-1
CGI_10012863	3	scaffold1533	203	11044	-1
CGI_10012864	3	scaffold1533	1485	40419	1
CGI_10012883	3	scaffold1886	17280	28320	-1
CGI_10013391	3	scaffold1717	57116	75262	1
CGI_10013454	3	scaffold888	215828	234759	1
CGI_10013565	3	scaffold1673	726	32015	-1
CGI_10013571	3	scaffold1673	57935	108305	1
CGI_10013762	3	scaffold510	26524	32170	-1
CGI_10013879	3	scaffold43894	54989	69852	-1
CGI_10013882	3	scaffold43894	105864	107861	-1
CGI_10013905	3	scaffold1885	349853	371060	1
CGI_10013911	3	scaffold94	73090	95812	-1
CGI_10014136	3	scaffold440	151022	177214	1
CGI_10014161	3	scaffold43940	298103	307092	1
CGI_10014352	3	scaffold424	46350	65570	-1
CGI_10014392	3	scaffold1816	31618	44068	1
CGI_10014470	3	scaffold890	176536	188315	-1
CGI_10014506	3	scaffold818	6719	14585	-1
CGI_10014518	3	scaffold818	315020	329847	-1
CGI_10014534	3	scaffold457	213050	223173	-1
CGI_10014567	3	scaffold1780	395772	401610	1
CGI_10014826	3	scaffold689	162763	182677	-1
CGI_10014958	3	scaffold655	287551	322246	1
CGI_10015070	3	scaffold1584	17588	33625	-1
CGI_10015097	3	scaffold40	29840	52547	-1
CGI_10015257	3	scaffold723	84241	116689	1
CGI_10015408	3	scaffold616	405918	426935	-1
CGI_10015442	3	scaffold934	165343	181124	-1
CGI_10015507	3	scaffold705	212623	249876	-1
CGI_10015546	3	scaffold1901	77944	94624	-1
CGI_10015561	3	scaffold1901	351806	362279	1
CGI_10015732	3	scaffold802	314836	353327	1
CGI_10015804	3	scaffold227	37235	57992	-1
CGI_10015805	3	scaffold227	42711	57979	1
CGI_10015954	3	scaffold286	4248	13636	-1
CGI_10016034	3	scaffold504	324774	350879	1
CGI_10016307	3	scaffold1316	265299	278404	1
CGI_10016325	3	scaffold1574	256630	269496	1
CGI_10016406	3	scaffold1800	308587	323793	1
CGI_10016547	3	scaffold1083	416660	429480	-1
CGI_10016632	3	scaffold219	364814	371633	1
CGI_10016787	3	scaffold44064	459640	480605	-1
CGI_10016796	3	scaffold556	77924	88495	-1
CGI_10017251	3	scaffold1061	243234	289069	1
CGI_10017381	3	scaffold751	69978	89588	-1
CGI_10017426	3	scaffold925	367361	388516	1
CGI_10017794	3	scaffold1518	125802	138177	-1
CGI_10017796	3	scaffold1518	152424	166490	1
CGI_10017864	3	scaffold675	252732	271119	1
CGI_10017889	3	scaffold1541	205343	219894	1
CGI_10018007	3	scaffold586	359889	435903	1
