Gene	SigProbes	Scaffold	Start	End	Strand
CGI_10025063	3	scaffold107	574715	585836	-1
CGI_10025064	3	scaffold107	575286	584997	1
CGI_10025068	3	scaffold107	606289	654246	-1
CGI_10025251	3	scaffold82	237967	248488	-1
CGI_10025709	3	scaffold354	254524	261354	-1
CGI_10025710	3	scaffold354	254486	272245	1
CGI_10025857	3	scaffold1583	952169	980453	1
CGI_10026230	3	scaffold867	409873	444119	-1
CGI_10026329	3	scaffold678	7438	47368	1
CGI_10026446	3	scaffold100	632050	652924	1
CGI_10026620	3	scaffold313	692847	734575	1
CGI_10026919	3	scaffold393	1017938	1059145	-1
CGI_10027028	3	scaffold471	900045	947913	-1
CGI_10027036	3	scaffold471	1147348	1182560	-1
CGI_10027044	3	scaffold433	26697	44586	-1
CGI_10027045	3	scaffold433	31612	51583	1
CGI_10027545	3	scaffold501	1134633	1192403	-1
CGI_10027655	3	scaffold962	504954	516857	1
CGI_10027762	3	scaffold1301	1139816	1161568	1
CGI_10027943	3	scaffold257	1233107	1235469	1
CGI_10028025	3	scaffold77	1153783	1172069	1
CGI_10028683	3	scaffold150	1430441	1444585	1
