Gene	SigProbes	Scaffold	Start	End	Strand
CGI_10007573	10	scaffold879	83884	130121	-1
CGI_10007991	10	scaffold42866	42150	93731	1
CGI_10010252	10	scaffold1601	148368	171766	1
CGI_10012536	10	scaffold43798	709	51895	-1
CGI_10014023	10	scaffold983	15962	18259	1
CGI_10019629	10	scaffold1889	574360	587358	1
CGI_10021355	10	scaffold43	380222	415471	-1
CGI_10022391	10	scaffold541	373407	388637	-1
CGI_10023621	10	scaffold583	365612	391201	-1
CGI_10025091	10	scaffold241	80964	102317	1
CGI_10005557	9	scaffold41754	20140	75900	-1
CGI_10011454	9	scaffold807	28655	50070	1
CGI_10012342	9	scaffold1125	257264	306646	1
CGI_10012405	9	scaffold1112	145318	181319	-1
CGI_10014025	9	scaffold983	17332	29028	1
CGI_10015401	9	scaffold616	278468	305529	-1
CGI_10016838	9	scaffold44	369681	375648	-1
CGI_10017036	9	scaffold274	442893	462703	-1
CGI_10017084	9	scaffold335	55499	76156	1
CGI_10017281	9	scaffold63	406163	426324	-1
CGI_10018297	9	scaffold267	150838	170540	-1
CGI_10019477	9	scaffold1322	394198	410376	-1
CGI_10019895	9	scaffold730	359674	390340	-1
CGI_10020726	9	scaffold698	46494	76860	1
CGI_10024166	9	scaffold485	425971	453235	1
CGI_10025753	9	scaffold619	65195	93317	1
CGI_10027028	9	scaffold471	900045	947913	-1
CGI_10003361	8	scaffold734	15567	25465	-1
CGI_10004066	8	scaffold40396	2119	28704	-1
CGI_10004502	8	scaffold40828	27348	61048	1
CGI_10005407	8	scaffold488	23091	54480	-1
CGI_10006249	8	scaffold42144	125947	143095	1
CGI_10007093	8	scaffold42524	18209	33426	-1
CGI_10007094	8	scaffold42524	21506	31845	1
CGI_10007352	8	scaffold1871	2307	42384	-1
CGI_10008808	8	scaffold43116	46223	64768	1
CGI_10009807	8	scaffold1204	59148	68801	-1
CGI_10012248	8	scaffold352	149372	181585	-1
CGI_10013133	8	scaffold908	120298	147559	1
CGI_10014233	8	scaffold447	331382	354643	1
CGI_10016587	8	scaffold772	238963	262048	-1
CGI_10017563	8	scaffold381	357139	378369	1
CGI_10017801	8	scaffold1518	212842	214237	-1
CGI_10020253	8	scaffold489	535940	575437	-1
CGI_10021375	8	scaffold115	50116	63970	1
CGI_10022448	8	scaffold496	181480	267652	-1
CGI_10023200	8	scaffold602	697009	712747	-1
CGI_10023626	8	scaffold583	470956	505704	1
CGI_10025073	8	scaffold107	682642	707960	1
CGI_10026127	8	scaffold204	699398	725619	1
CGI_10003612	7	scaffold39778	56712	69685	-1
CGI_10004086	7	scaffold40404	60176	85997	-1
CGI_10005249	7	scaffold41534	1	65052	1
CGI_10005452	7	scaffold1419	15962	94471	-1
CGI_10006731	7	scaffold42380	81419	110422	1
CGI_10008381	7	scaffold42990	121654	148222	-1
CGI_10009567	7	scaffold1627	173064	219682	-1
CGI_10009597	7	scaffold1119	12791	36563	1
CGI_10009672	7	scaffold1333	338	24548	-1
CGI_10011491	7	scaffold724	93337	99512	-1
CGI_10012009	7	scaffold1884	40768	70838	1
CGI_10012257	7	scaffold1730	153500	175693	-1
CGI_10013334	7	scaffold1894	18177	68015	-1
CGI_10013341	7	scaffold1894	273736	295035	1
CGI_10014601	7	scaffold1210	157915	166448	-1
CGI_10015133	7	scaffold578	389224	399020	-1
CGI_10016263	7	scaffold614	190646	225639	1
CGI_10016467	7	scaffold756	435099	465068	-1
CGI_10018162	7	scaffold236	506625	528982	-1
CGI_10018394	7	scaffold1324	297030	310822	-1
CGI_10018675	7	scaffold189	162558	221166	-1
CGI_10018729	7	scaffold1123	3950	19691	1
CGI_10018734	7	scaffold1123	217721	230417	1
CGI_10019846	7	scaffold563	541480	589820	1
CGI_10020228	7	scaffold489	93550	114740	-1
CGI_10020954	7	scaffold1736	155787	190151	-1
CGI_10022721	7	scaffold365	98713	163231	-1
CGI_10023776	7	scaffold1307	645819	654061	1
CGI_10023847	7	scaffold406	401781	436007	1
CGI_10025208	7	scaffold885	474594	489964	-1
CGI_10026230	7	scaffold867	409873	444119	-1
CGI_10026321	7	scaffold1836	1025204	1065430	-1
CGI_10026760	7	scaffold142	225750	254431	1
CGI_10027343	7	scaffold1179	104901	123062	-1
CGI_10027545	7	scaffold501	1134633	1192403	-1
CGI_10028939	7	scaffold22	1869336	1886890	-1
CGI_10004145	6	scaffold40440	58915	88789	1
CGI_10005137	6	scaffold41466	20923	33174	1
CGI_10005199	6	scaffold1564	80148	113523	-1
CGI_10005500	6	scaffold1367	110543	128160	-1
CGI_10006082	6	scaffold42076	20711	47909	1
CGI_10006245	6	scaffold42144	9094	24209	-1
CGI_10006334	6	scaffold42172	95629	132460	-1
CGI_10006965	6	scaffold1497	95806	129213	-1
CGI_10007083	6	scaffold242	74832	84666	1
CGI_10007267	6	scaffold42568	51571	103707	-1
CGI_10007529	6	scaffold1625	89845	97594	1
CGI_10007754	6	scaffold42788	24369	92602	-1
CGI_10008331	6	scaffold42974	27549	38568	-1
CGI_10008352	6	scaffold1440	6880	25706	1
CGI_10008498	6	scaffold43036	147188	171820	1
CGI_10008737	6	scaffold1891	133537	159573	-1
CGI_10008780	6	scaffold110	128432	174946	1
CGI_10009494	6	scaffold569	31554	62247	1
CGI_10009635	6	scaffold43258	198849	232336	1
CGI_10009853	6	scaffold955	101883	129964	1
CGI_10010189	6	scaffold930	51525	92930	-1
CGI_10011676	6	scaffold783	34808	63575	1
CGI_10012276	6	scaffold43772	174438	218616	1
CGI_10015174	6	scaffold90	383801	401055	-1
CGI_10015195	6	scaffold1835	385259	394032	-1
CGI_10015397	6	scaffold616	235595	245727	-1
CGI_10015726	6	scaffold802	106008	130874	1
CGI_10018033	6	scaffold12	238507	250665	1
CGI_10018067	6	scaffold1255	197297	207782	1
CGI_10018256	6	scaffold1737	465811	531668	-1
CGI_10018346	6	scaffold514	67103	123805	-1
CGI_10018448	6	scaffold632	250262	255233	1
CGI_10019476	6	scaffold1322	365517	374727	1
CGI_10020092	6	scaffold709	406943	427071	1
CGI_10020093	6	scaffold709	411384	421120	-1
CGI_10020848	6	scaffold361	194083	225351	-1
CGI_10021200	6	scaffold99	330566	347310	-1
CGI_10022049	6	scaffold106	591897	614534	1
CGI_10022252	6	scaffold854	396662	453116	1
CGI_10022513	6	scaffold593	123601	129916	-1
CGI_10022545	6	scaffold544	43904	53870	-1
CGI_10022972	6	scaffold348	159739	182763	1
CGI_10023196	6	scaffold602	582910	615175	1
CGI_10023417	6	scaffold625	435343	455033	1
CGI_10023466	6	scaffold1149	424373	437919	-1
CGI_10023934	6	scaffold1362	196782	239172	-1
CGI_10023990	6	scaffold760	460626	483995	1
CGI_10025033	6	scaffold1017	856415	874549	1
CGI_10025447	6	scaffold1423	962018	972121	-1
CGI_10025660	6	scaffold121	530400	601279	-1
CGI_10026422	6	scaffold100	235013	252847	-1
CGI_10026457	6	scaffold100	802879	806686	1
CGI_10026632	6	scaffold313	995291	1013456	-1
CGI_10026801	6	scaffold601	530	27992	-1
CGI_10026855	6	scaffold601	1024076	1032475	1
CGI_10026861	6	scaffold601	1201024	1227827	-1
CGI_10026978	6	scaffold211	1076207	1113866	1
CGI_10027542	6	scaffold501	1068987	1093615	-1
CGI_10028292	6	scaffold1532	1408196	1410146	-1
CGI_10028415	6	scaffold419	1659861	1692072	-1
CGI_10003808	5	scaffold40050	42223	48337	1
CGI_10004103	5	scaffold549	30331	63327	1
CGI_10004454	5	scaffold40832	31030	40719	1
CGI_10004523	5	scaffold40856	18200	48932	1
CGI_10004764	5	scaffold41164	83753	105051	-1
CGI_10005250	5	scaffold1817	9897	45966	-1
CGI_10005690	5	scaffold1561	20753	41366	-1
CGI_10006248	5	scaffold42144	104437	126325	-1
CGI_10006723	5	scaffold42364	71172	88504	1
CGI_10006902	5	scaffold42440	51826	113781	1
CGI_10006973	5	scaffold999	106744	126675	1
CGI_10007586	5	scaffold1299	131868	184987	1
CGI_10007607	5	scaffold42740	29864	54777	1
CGI_10007684	5	scaffold1081	103817	115029	1
CGI_10007755	5	scaffold42788	98407	151977	1
CGI_10007979	5	scaffold446	66304	132545	1
CGI_10008185	5	scaffold42924	34345	68833	-1
CGI_10008245	5	scaffold42960	167033	184690	-1
CGI_10008246	5	scaffold1148	57234	81106	-1
CGI_10008451	5	scaffold43012	28566	48395	-1
CGI_10008467	5	scaffold43034	6205	20654	-1
CGI_10008538	5	scaffold894	41935	58269	1
CGI_10008614	5	scaffold743	82791	109134	1
CGI_10008693	5	scaffold43074	175086	213395	1
CGI_10008878	5	scaffold1388	9002	36424	-1
CGI_10009105	5	scaffold43170	201607	220798	1
CGI_10009185	5	scaffold1411	24558	66895	-1
CGI_10009280	5	scaffold399	738	36362	1
CGI_10009473	5	scaffold612	208179	215427	-1
CGI_10009951	5	scaffold1707	112937	128554	1
CGI_10010857	5	scaffold43536	129106	164464	1
CGI_10010979	5	scaffold1895	126234	163235	-1
CGI_10011332	5	scaffold895	123607	147626	-1
CGI_10011466	5	scaffold1551	1	9050	1
CGI_10011517	5	scaffold43630	16349	31979	-1
CGI_10011675	5	scaffold783	1790	33865	1
CGI_10011702	5	scaffold296	260822	287074	-1
CGI_10012348	5	scaffold43786	57956	133417	-1
CGI_10012744	5	scaffold1792	55871	125119	-1
CGI_10012987	5	scaffold1328	107115	121166	-1
CGI_10013037	5	scaffold1600	111223	169446	1
CGI_10013469	5	scaffold1	162980	185527	1
CGI_10013571	5	scaffold1673	57935	108305	1
CGI_10013785	5	scaffold1409	224555	267916	1
CGI_10013808	5	scaffold1827	299627	306901	1
CGI_10013830	5	scaffold1447	300093	325572	-1
CGI_10014369	5	scaffold424	295668	346533	-1
CGI_10014527	5	scaffold457	35149	55409	1
CGI_10014677	5	scaffold1041	227801	268863	-1
CGI_10015182	5	scaffold1835	102729	123658	1
CGI_10015259	5	scaffold723	130466	141866	1
CGI_10015315	5	scaffold165	99697	128503	1
CGI_10015732	5	scaffold802	314836	353327	1
CGI_10015851	5	scaffold987	295330	356695	1
CGI_10016069	5	scaffold177	404243	416019	1
CGI_10016312	5	scaffold1316	367063	407080	-1
CGI_10017708	5	scaffold44098	187555	213785	1
CGI_10017802	5	scaffold1518	213310	214540	-1
CGI_10017829	5	scaffold1077	343081	378528	1
CGI_10018268	5	scaffold67	171793	187122	1
CGI_10018647	5	scaffold509	252981	269937	1
CGI_10018684	5	scaffold189	455834	488246	1
CGI_10019194	5	scaffold126	334382	362232	-1
CGI_10019397	5	scaffold377	73850	99039	-1
CGI_10019577	5	scaffold1794	189103	194998	1
CGI_10019628	5	scaffold1889	561057	574839	1
CGI_10019674	5	scaffold1715	404647	423871	1
CGI_10019808	5	scaffold1093	420292	452469	1
CGI_10020124	5	scaffold140	152858	173100	-1
CGI_10020391	5	scaffold1104	502059	529268	-1
CGI_10020741	5	scaffold698	322964	344620	-1
CGI_10021371	5	scaffold115	25110	38138	-1
CGI_10021592	5	scaffold1315	31055	52619	-1
CGI_10021706	5	scaffold599	28083	62122	1
CGI_10021995	5	scaffold721	67079	89248	1
CGI_10022219	5	scaffold750	268602	294126	1
CGI_10022336	5	scaffold1710	65509	80594	1
CGI_10022343	5	scaffold1710	141204	156516	-1
CGI_10022373	5	scaffold1710	716235	736298	-1
CGI_10022899	5	scaffold144	405321	430894	-1
CGI_10023016	5	scaffold1101	161730	179883	-1
CGI_10023311	5	scaffold1132	47693	95911	-1
CGI_10023463	5	scaffold1149	272654	285899	-1
CGI_10024037	5	scaffold1741	392043	404464	1
CGI_10024148	5	scaffold485	178623	212915	1
CGI_10024205	5	scaffold392	199677	204260	-1
CGI_10024646	5	scaffold79	772715	827878	-1
CGI_10024651	5	scaffold79	834269	855268	-1
CGI_10024826	5	scaffold492	344766	348715	1
CGI_10025016	5	scaffold1017	548766	560685	1
CGI_10025348	5	scaffold226	262267	278066	1
CGI_10025361	5	scaffold226	458262	495436	-1
CGI_10025596	5	scaffold168	462325	489825	-1
CGI_10026934	5	scaffold211	102619	127620	1
CGI_10027060	5	scaffold433	202495	226770	1
CGI_10027134	5	scaffold1599	135083	151409	-1
CGI_10027253	5	scaffold481	901801	914707	1
CGI_10028114	5	scaffold337	1436729	1447702	-1
CGI_10028355	5	scaffold419	617366	631938	1
CGI_10028431	5	scaffold102	274200	302612	-1
CGI_10028517	5	scaffold1024	216	22998	-1
CGI_10028528	5	scaffold1024	190784	246938	1
CGI_10028538	5	scaffold1024	571728	587346	1
CGI_10028723	5	scaffold1009	246787	272005	-1
CGI_10003316	4	scaffold1690	9012	65265	-1
CGI_10003380	4	scaffold39470	36603	51823	1
CGI_10003664	4	scaffold1437	8816	21221	1
CGI_10003930	4	scaffold40172	5995	45177	1
CGI_10004104	4	scaffold549	50843	63768	-1
CGI_10004123	4	scaffold1654	26749	35815	1
CGI_10004146	4	scaffold40440	73689	86279	-1
CGI_10004210	4	scaffold40564	77232	86821	-1
CGI_10004332	4	scaffold40664	68857	89135	-1
CGI_10004577	4	scaffold40916	86282	97339	-1
CGI_10004593	4	scaffold40952	40889	51889	-1
CGI_10004818	4	scaffold1253	15186	44891	1
CGI_10004929	4	scaffold597	49691	76924	1
CGI_10005107	4	scaffold1181	67064	85746	1
CGI_10005126	4	scaffold41480	8841	73363	1
CGI_10005145	4	scaffold41472	94515	108065	1
CGI_10005179	4	scaffold1488	89513	121461	1
CGI_10005180	4	scaffold1488	90668	96164	-1
CGI_10005296	4	scaffold41572	78333	104852	1
CGI_10005816	4	scaffold41900	42792	47989	-1
CGI_10006196	4	scaffold42128	40253	58159	1
CGI_10006371	4	scaffold1586	95822	109367	1
CGI_10006465	4	scaffold998	116508	132912	-1
CGI_10006721	4	scaffold42364	47371	74499	-1
CGI_10006796	4	scaffold42402	126799	151962	1
CGI_10006809	4	scaffold243	6831	24380	-1
CGI_10006885	4	scaffold42448	134182	146428	-1
CGI_10007191	4	scaffold42556	55758	80426	1
CGI_10007705	4	scaffold42776	14879	31177	1
CGI_10007725	4	scaffold707	146246	152183	1
CGI_10007944	4	scaffold1033	40211	56291	1
CGI_10008023	4	scaffold1277	147949	172576	1
CGI_10008238	4	scaffold42960	23322	46250	1
CGI_10009088	4	scaffold1323	190439	214355	-1
CGI_10009194	4	scaffold1411	183160	208554	1
CGI_10009291	4	scaffold1873	41995	66497	1
CGI_10009372	4	scaffold993	19420	32135	-1
CGI_10009384	4	scaffold521	38898	73859	-1
CGI_10009400	4	scaffold76	117906	157990	-1
CGI_10009484	4	scaffold1733	121736	134088	-1
CGI_10009528	4	scaffold1503	54967	67698	1
CGI_10009718	4	scaffold1028	38359	106235	-1
CGI_10009892	4	scaffold1850	201964	219828	1
CGI_10010047	4	scaffold1227	9079	29834	-1
CGI_10010256	4	scaffold1601	238577	245693	1
CGI_10010360	4	scaffold683	155724	197942	1
CGI_10010516	4	scaffold1723	46750	57686	-1
CGI_10010906	4	scaffold1759	82905	106418	1
CGI_10010911	4	scaffold1288	634	25033	1
CGI_10011264	4	scaffold579	192436	221323	1
CGI_10011297	4	scaffold1821	221395	236586	1
CGI_10011729	4	scaffold43676	61551	78121	-1
CGI_10011731	4	scaffold43676	98596	152483	1
CGI_10011852	4	scaffold1448	1	18510	1
CGI_10011964	4	scaffold43708	225	23019	-1
CGI_10011988	4	scaffold1845	98469	121392	-1
CGI_10012085	4	scaffold1492	257061	275600	-1
CGI_10012107	4	scaffold43742	60574	132442	-1
CGI_10013124	4	scaffold1252	294568	344049	-1
CGI_10013262	4	scaffold1484	178260	209329	1
CGI_10013417	4	scaffold1630	16692	44037	1
CGI_10013853	4	scaffold1525	21768	58796	1
CGI_10013879	4	scaffold43894	54989	69852	-1
CGI_10014037	4	scaffold1803	3070	24470	1
CGI_10014136	4	scaffold440	151022	177214	1
CGI_10014308	4	scaffold737	106414	109861	1
CGI_10014340	4	scaffold1327	157348	178666	1
CGI_10014534	4	scaffold457	213050	223173	-1
CGI_10014536	4	scaffold457	237272	242485	-1
CGI_10014664	4	scaffold43964	384021	400948	-1
CGI_10014766	4	scaffold542	230390	251299	-1
CGI_10014850	4	scaffold767	315899	381131	-1
CGI_10014961	4	scaffold655	362115	399105	1
CGI_10015211	4	scaffold1665	313618	349133	1
CGI_10015407	4	scaffold616	349715	381796	1
CGI_10015451	4	scaffold934	384356	409492	1
CGI_10015534	4	scaffold11	263896	275321	-1
CGI_10016064	4	scaffold177	240974	300351	-1
CGI_10016115	4	scaffold835	236290	242539	1
CGI_10016123	4	scaffold835	416509	423867	-1
CGI_10016261	4	scaffold614	123879	135222	1
CGI_10016397	4	scaffold1800	1	94076	1
CGI_10016599	4	scaffold524	112534	122290	-1
CGI_10016618	4	scaffold219	172029	217754	1
CGI_10016651	4	scaffold1834	39709	65850	1
CGI_10016652	4	scaffold1834	65245	83176	1
CGI_10016787	4	scaffold44064	459640	480605	-1
CGI_10016796	4	scaffold556	77924	88495	-1
CGI_10016890	4	scaffold1016	243615	250720	-1
CGI_10016948	4	scaffold1391	349298	393065	1
CGI_10016965	4	scaffold117	319141	325141	1
CGI_10017070	4	scaffold747	274122	292064	-1
CGI_10017291	4	scaffold1350	34597	42993	-1
CGI_10017753	4	scaffold713	337450	341603	1
CGI_10017916	4	scaffold1866	291470	313994	1
CGI_10017980	4	scaffold557	400528	413927	1
CGI_10018007	4	scaffold586	359889	435903	1
CGI_10018276	4	scaffold67	461670	465781	-1
CGI_10018334	4	scaffold630	390099	413660	1
CGI_10018365	4	scaffold514	444665	474776	-1
CGI_10018425	4	scaffold1352	399458	408667	1
CGI_10019027	4	scaffold808	314077	329688	-1
CGI_10019031	4	scaffold808	380951	433040	1
CGI_10019154	4	scaffold942	112666	137722	1
CGI_10019244	4	scaffold980	531284	554195	1
CGI_10019692	4	scaffold1031	46020	65221	1
CGI_10019769	4	scaffold1018	368109	380638	1
CGI_10020054	4	scaffold258	267818	271064	-1
CGI_10020290	4	scaffold535	326506	352221	1
CGI_10020552	4	scaffold57	360110	382565	1
CGI_10020553	4	scaffold57	361168	397087	-1
CGI_10021006	4	scaffold546	432060	444716	1
CGI_10021233	4	scaffold157	142536	202006	1
CGI_10021491	4	scaffold1750	431632	461132	1
CGI_10021520	4	scaffold128	391815	406969	1
CGI_10021536	4	scaffold128	640571	662683	-1
CGI_10021771	4	scaffold343	643828	663585	-1
CGI_10021944	4	scaffold1086	351673	380165	-1
CGI_10021966	4	scaffold1108	191027	208601	1
CGI_10022047	4	scaffold106	498736	513466	-1
CGI_10022062	4	scaffold394	47324	61952	-1
CGI_10022063	4	scaffold394	54517	68616	1
CGI_10022185	4	scaffold880	211914	251131	-1
CGI_10022264	4	scaffold854	697978	729843	1
CGI_10022368	4	scaffold1710	504144	530486	1
CGI_10022511	4	scaffold593	67459	77990	1
CGI_10022636	4	scaffold1360	179938	210281	1
CGI_10022646	4	scaffold1360	310100	330385	-1
CGI_10023166	4	scaffold58	787809	814593	1
CGI_10023325	4	scaffold1132	597236	638139	-1
CGI_10023462	4	scaffold1149	230254	271705	1
CGI_10023634	4	scaffold583	597933	611785	-1
CGI_10023655	4	scaffold54	85464	97737	1
CGI_10023746	4	scaffold1307	134174	153289	-1
CGI_10024790	4	scaffold70	764546	797463	-1
CGI_10024825	4	scaffold492	343244	345458	1
CGI_10025109	4	scaffold241	486247	499938	1
CGI_10025110	4	scaffold241	499255	505817	1
CGI_10025332	4	scaffold149	917275	948623	1
CGI_10025475	4	scaffold1188	404833	426213	-1
CGI_10025542	4	scaffold370	431990	468015	1
CGI_10025727	4	scaffold354	566765	597153	-1
CGI_10026029	4	scaffold1174	165948	194006	-1
CGI_10026130	4	scaffold204	755228	781709	1
CGI_10026398	4	scaffold678	1124417	1130828	1
CGI_10026620	4	scaffold313	692847	734575	1
CGI_10026629	4	scaffold313	959141	974099	1
CGI_10026768	4	scaffold142	651587	657482	1
CGI_10026835	4	scaffold601	531444	548609	1
CGI_10027000	4	scaffold471	83725	99079	1
CGI_10027082	4	scaffold433	569412	652416	1
CGI_10027598	4	scaffold591	1080967	1122868	-1
CGI_10027655	4	scaffold962	504954	516857	1
CGI_10027680	4	scaffold962	1027701	1040886	-1
CGI_10027687	4	scaffold962	1127455	1192098	-1
CGI_10028048	4	scaffold77	1579803	1601588	-1
CGI_10028412	4	scaffold419	1552490	1576629	1
CGI_10028815	4	scaffold1009	1656119	1670663	1
CGI_10028906	4	scaffold22	1295873	1324907	1
CGI_10028913	4	scaffold22	1405457	1427989	-1
CGI_10003572	3	scaffold1852	297	24940	-1
CGI_10003574	3	scaffold1852	24273	34277	-1
CGI_10003594	3	scaffold39712	30707	41895	-1
CGI_10003800	3	scaffold40072	43268	55476	-1
CGI_10003892	3	scaffold1481	18084	40742	-1
CGI_10003924	3	scaffold40162	21266	46224	1
CGI_10003954	3	scaffold40208	29839	69631	1
CGI_10003959	3	scaffold40230	14231	44144	1
CGI_10004159	3	scaffold1187	71155	80343	1
CGI_10004160	3	scaffold1187	83570	91560	-1
CGI_10004278	3	scaffold40606	6541	35661	1
CGI_10004376	3	scaffold40744	27179	36974	1
CGI_10004430	3	scaffold1864	28119	35115	-1
CGI_10004469	3	scaffold1576	70061	87867	-1
CGI_10004530	3	scaffold40868	68041	85127	1
CGI_10004626	3	scaffold311	50237	66209	1
CGI_10004649	3	scaffold41034	3581	37441	-1
CGI_10004760	3	scaffold41164	7070	33886	1
CGI_10004787	3	scaffold892	95502	106494	-1
CGI_10004864	3	scaffold41228	68433	73424	1
CGI_10005018	3	scaffold1770	23053	43924	1
CGI_10005133	3	scaffold41522	11479	34348	-1
CGI_10005295	3	scaffold41572	65640	79823	-1
CGI_10005323	3	scaffold41616	85303	87580	1
CGI_10005491	3	scaffold1878	72255	80672	-1
CGI_10005493	3	scaffold1878	101140	110667	-1
CGI_10005541	3	scaffold585	91313	108443	-1
CGI_10005716	3	scaffold41832	28035	70053	1
CGI_10005751	3	scaffold64	38501	61704	-1
CGI_10005815	3	scaffold41900	1992	43353	-1
CGI_10005836	3	scaffold41928	28917	40705	-1
CGI_10005852	3	scaffold41954	82845	91970	-1
CGI_10005853	3	scaffold41954	92049	113682	1
CGI_10005854	3	scaffold41954	103267	127908	-1
CGI_10005940	3	scaffold42060	83647	141642	-1
CGI_10006014	3	scaffold42032	38490	85082	1
CGI_10006119	3	scaffold42112	73547	75984	-1
CGI_10006150	3	scaffold426	80088	91068	-1
CGI_10006185	3	scaffold1526	55959	74285	-1
CGI_10006265	3	scaffold770	56737	76604	-1
CGI_10006297	3	scaffold968	109087	120737	1
CGI_10006321	3	scaffold42164	88959	98423	1
CGI_10006323	3	scaffold42164	130605	140137	-1
CGI_10006438	3	scaffold276	78885	85290	1
CGI_10006634	3	scaffold281	115134	127065	1
CGI_10006675	3	scaffold536	145882	149658	-1
CGI_10006697	3	scaffold42326	104949	114174	1
CGI_10006760	3	scaffold503	45380	62171	1
CGI_10006844	3	scaffold42446	86134	107331	-1
CGI_10006886	3	scaffold42448	134832	161635	1
CGI_10007027	3	scaffold42508	65159	76153	1
CGI_10007156	3	scaffold1802	154924	169588	1
CGI_10007241	3	scaffold1509	108521	142226	-1
CGI_10007296	3	scaffold1819	163815	165762	1
CGI_10007354	3	scaffold1871	54197	86998	1
CGI_10007366	3	scaffold828	93404	109093	-1
CGI_10007474	3	scaffold1705	168554	182759	-1
CGI_10007617	3	scaffold1200	49467	56380	1
CGI_10007630	3	scaffold42760	93631	104576	1
CGI_10007718	3	scaffold42790	47227	103130	-1
CGI_10007801	3	scaffold1508	30674	72423	-1
CGI_10007855	3	scaffold42836	33359	53677	-1
CGI_10007860	3	scaffold42836	100715	122664	1
CGI_10007861	3	scaffold42836	130395	140127	1
CGI_10007862	3	scaffold42836	142632	181424	1
CGI_10007921	3	scaffold42850	44102	70339	-1
CGI_10007952	3	scaffold1879	16088	26742	1
CGI_10008053	3	scaffold1632	166355	196642	-1
CGI_10008268	3	scaffold1841	48203	73597	-1
CGI_10008376	3	scaffold42990	71080	92253	1
CGI_10008422	3	scaffold718	135864	162350	-1
CGI_10008454	3	scaffold43012	100894	139553	1
CGI_10008525	3	scaffold1142	16099	55959	1
CGI_10008548	3	scaffold894	170936	185580	1
CGI_10008624	3	scaffold1377	197917	213197	-1
CGI_10008627	3	scaffold43064	50628	71232	-1
CGI_10008667	3	scaffold418	4828	19090	-1
CGI_10008742	3	scaffold1891	174477	178471	1
CGI_10008801	3	scaffold339	91859	99737	1
CGI_10008898	3	scaffold43134	204984	218530	1
CGI_10008917	3	scaffold635	4807	38724	-1
CGI_10008964	3	scaffold43130	158411	196443	-1
CGI_10008967	3	scaffold1738	26895	31472	1
CGI_10008974	3	scaffold1738	146423	184757	1
CGI_10009132	3	scaffold1116	143288	153983	1
CGI_10009167	3	scaffold1050	48982	75689	1
CGI_10009230	3	scaffold1245	187338	191856	-1
CGI_10009358	3	scaffold43208	123106	156003	1
CGI_10009617	3	scaffold43244	204787	216070	-1
CGI_10009708	3	scaffold372	173398	181404	-1
CGI_10009838	3	scaffold43344	117873	133911	1
CGI_10009856	3	scaffold955	172011	181927	1
CGI_10009988	3	scaffold43366	145104	161410	-1
CGI_10010012	3	scaffold143	116664	149411	1
CGI_10010019	3	scaffold208	5922	12436	1
CGI_10010062	3	scaffold32	65963	72951	1
CGI_10010144	3	scaffold43396	36018	62680	-1
CGI_10010191	3	scaffold930	116124	138897	-1
CGI_10010192	3	scaffold930	139229	143850	1
CGI_10010337	3	scaffold294	159563	165366	-1
CGI_10010342	3	scaffold294	233001	260096	1
CGI_10010471	3	scaffold1556	48	6520	-1
CGI_10010563	3	scaffold43522	217231	226593	-1
CGI_10010708	3	scaffold592	203943	231361	-1
CGI_10010846	3	scaffold43536	12224	22506	1
CGI_10010897	3	scaffold793	187335	208073	1
CGI_10011130	3	scaffold43576	80480	131391	1
