Gene	SigProbes	Scaffold	Start	End	Strand
CGI_10010780	3	scaffold759	209029	219217	-1
CGI_10010897	3	scaffold793	187335	208073	1
CGI_10010931	3	scaffold1742	26304	42919	-1
CGI_10011112	3	scaffold340	248036	266015	1
CGI_10011254	3	scaffold230	249649	284875	-1
CGI_10011481	3	scaffold1551	227479	243361	1
CGI_10011675	3	scaffold783	1790	33865	1
CGI_10011904	3	scaffold43702	100702	117816	1
CGI_10012188	3	scaffold722	57810	74490	-1
CGI_10012257	3	scaffold1730	153500	175693	-1
CGI_10012420	3	scaffold43794	256501	270559	1
CGI_10012522	3	scaffold532	81255	113836	1
CGI_10012609	3	scaffold186	87308	120464	1
CGI_10012667	3	scaffold1080	49623	65123	-1
CGI_10012680	3	scaffold1080	304734	335974	-1
CGI_10013098	3	scaffold43842	71885	97760	1
CGI_10013249	3	scaffold1359	287670	338310	-1
CGI_10013469	3	scaffold1	162980	185527	1
CGI_10013490	3	scaffold209	180884	204269	-1
CGI_10013580	3	scaffold1673	313709	330786	1
CGI_10013607	3	scaffold404	311425	336048	-1
CGI_10013747	3	scaffold660	5406	33630	1
CGI_10013807	3	scaffold1827	290412	300076	-1
CGI_10013809	3	scaffold1827	310035	355687	-1
CGI_10013844	3	scaffold1385	166518	178633	1
CGI_10014264	3	scaffold1838	331958	349598	1
CGI_10014282	3	scaffold1719	199339	212765	-1
CGI_10014314	3	scaffold737	207639	240787	-1
CGI_10014323	3	scaffold1611	21601	36288	-1
CGI_10014413	3	scaffold873	2320	22620	1
CGI_10014541	3	scaffold457	328867	363435	-1
CGI_10014588	3	scaffold43954	358018	372448	-1
CGI_10014632	3	scaffold43956	300996	328172	1
CGI_10014850	3	scaffold767	315899	381131	-1
CGI_10014914	3	scaffold1490	224676	250177	1
CGI_10014958	3	scaffold655	287551	322246	1
CGI_10015174	3	scaffold90	383801	401055	-1
CGI_10015360	3	scaffold1160	345241	390372	1
CGI_10015646	3	scaffold1726	390981	410903	-1
CGI_10015959	3	scaffold286	101905	134971	-1
CGI_10016183	3	scaffold324	13667	47702	1
CGI_10016375	3	scaffold594	172235	195567	1
CGI_10016468	3	scaffold712	1	4451	1
CGI_10016800	3	scaffold556	177313	184493	1
CGI_10016806	3	scaffold556	272202	381485	-1
CGI_10016909	3	scaffold1767	133191	157845	-1
CGI_10017125	3	scaffold1397	393954	427485	-1
CGI_10017126	3	scaffold1397	409059	426588	1
CGI_10017361	3	scaffold1554	116347	124188	1
CGI_10017641	3	scaffold378	221180	244864	1
CGI_10017660	3	scaffold378	402881	430436	1
CGI_10017797	3	scaffold1518	166133	182393	1
CGI_10017861	3	scaffold675	183413	210696	1
CGI_10018007	3	scaffold586	359889	435903	1
CGI_10018033	3	scaffold12	238507	250665	1
CGI_10018394	3	scaffold1324	297030	310822	-1
CGI_10018629	3	scaffold163	439738	483510	1
CGI_10018675	3	scaffold189	162558	221166	-1
CGI_10018941	3	scaffold1262	234258	243112	1
CGI_10019031	3	scaffold808	380951	433040	1
CGI_10019071	3	scaffold1249	434806	459154	1
CGI_10019194	3	scaffold126	334382	362232	-1
CGI_10019827	3	scaffold563	237679	253456	-1
CGI_10020161	3	scaffold1403	117374	129622	-1
CGI_10020162	3	scaffold1403	127980	147103	1
CGI_10020178	3	scaffold1403	455844	473500	1
CGI_10020212	3	scaffold1857	474565	487770	-1
CGI_10020396	3	scaffold1104	617389	633457	1
CGI_10020455	3	scaffold388	84508	105123	-1
CGI_10020838	3	scaffold1244	508938	635898	-1
CGI_10020880	3	scaffold332	282632	291184	-1
CGI_10020922	3	scaffold1897	299279	322713	-1
CGI_10021235	3	scaffold157	203897	229375	-1
CGI_10021312	3	scaffold175	169734	186113	1
CGI_10021364	3	scaffold43	596864	627438	-1
CGI_10021599	3	scaffold1315	114033	120143	1
CGI_10022042	3	scaffold106	361179	402899	1
CGI_10022070	3	scaffold394	187586	212097	-1
CGI_10022166	3	scaffold513	553736	576726	-1
CGI_10022185	3	scaffold880	211914	251131	-1
CGI_10022191	3	scaffold880	309380	326490	-1
CGI_10022253	3	scaffold854	454980	489187	-1
CGI_10022284	3	scaffold847	611479	627054	-1
CGI_10022545	3	scaffold544	43904	53870	-1
CGI_10022675	3	scaffold364	17377	81368	1
CGI_10022926	3	scaffold950	252710	305175	-1
CGI_10023072	3	scaffold1703	642760	672813	-1
CGI_10023200	3	scaffold602	697009	712747	-1
CGI_10023314	3	scaffold1132	207782	232438	-1
CGI_10023519	3	scaffold383	98976	117092	1
CGI_10023985	3	scaffold760	354628	375212	-1
CGI_10024100	3	scaffold801	874196	893586	1
CGI_10024174	3	scaffold485	526824	536555	1
CGI_10024212	3	scaffold392	322342	328165	1
CGI_10024245	3	scaffold1219	53873	82081	1
CGI_10024635	3	scaffold79	538905	557191	-1
CGI_10024689	3	scaffold469	602076	610647	-1
CGI_10024695	3	scaffold469	758145	777726	-1
CGI_10024698	3	scaffold469	824216	848987	-1
CGI_10024701	3	scaffold469	885080	900783	-1
CGI_10024702	3	scaffold469	899192	905547	1
CGI_10024738	3	scaffold780	471502	477985	1
CGI_10024970	3	scaffold448	913300	945326	-1
CGI_10025068	3	scaffold107	606289	654246	-1
CGI_10025117	3	scaffold241	702474	730345	1
CGI_10025124	3	scaffold241	782246	800943	-1
CGI_10025208	3	scaffold885	474594	489964	-1
CGI_10025251	3	scaffold82	237967	248488	-1
CGI_10025369	3	scaffold226	606811	622261	1
CGI_10025527	3	scaffold370	169419	195648	-1
CGI_10025711	3	scaffold354	275441	289253	-1
CGI_10026448	3	scaffold100	671285	726122	-1
CGI_10026726	3	scaffold301	580482	605494	-1
CGI_10026787	3	scaffold142	1098533	1123286	1
CGI_10026861	3	scaffold601	1201024	1227827	-1
CGI_10026936	3	scaffold211	172259	207580	-1
CGI_10026986	3	scaffold211	1170815	1186605	-1
CGI_10027101	3	scaffold433	961160	1001869	1
CGI_10027171	3	scaffold1599	1000768	1041481	1
CGI_10027586	3	scaffold591	863050	910252	1
CGI_10027598	3	scaffold591	1080967	1122868	-1
CGI_10027745	3	scaffold1301	820116	856956	1
CGI_10028412	3	scaffold419	1552490	1576629	1
CGI_10028416	3	scaffold419	1669464	1681656	1
CGI_10028629	3	scaffold150	855044	888703	1
CGI_10028901	3	scaffold22	1198166	1209013	1
CGI_10028927	3	scaffold22	1670156	1679053	-1
CGI_10028931	3	scaffold22	1739746	1762025	1
